imobiliaria,link,data_coleta,titulo,endereco,bairro,tipo_locacao,preco_aluguel,preco_condominio,preco_iptu,quartos,vagas_garagem,area,suites,data_entrada,data_saida,anuncio
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831012/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 35m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,35m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831014/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1500,170,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831015/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831026/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1500,170,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831013/apartamento-1-quarto-itupava_-dona-dulce-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831008/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831021/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 40m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,40m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831006/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,250,39,1,0,37m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12643019/apartamento-3-quartos-kalina-alto-da-rua-xv-curitiba/,2023-12-13,Apartamento 3 Quartos Alto Da Rua Xv 149m²,"Rua Jose De Alencar, 1199, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,2300,450,151,3,1,149m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07184001/apartamento-1-quarto-victoria-place-residence-alto-da-rua-xv-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Da Rua Xv 85m²,"Rua Ubaldino Do Amaral, 337, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,1500,750,58,1,0,85m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12643009/apartamento-3-quartos-kalina-alto-da-rua-xv-curitiba/,2023-12-13,Apartamento 3 Quartos Alto Da Rua Xv 154m²,"Rua Jose De Alencar, 1199, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,1800,450,151,3,1,154m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14967001/apartamento-4-quartos-solar-das-araucarias-batel-curitiba/,2023-12-13,Apartamento 4 Quartos Batel 202m²,"Avenida Sete De Setembro, 5522, Batel - Curitiba/Pr",Batel,Aluguel,2500,1350,242,4,1,202m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/75041002/apartamento-2-quartos-rubens-bailao-leite-batel-curitiba/,2023-12-13,Apartamento 2 Quartos Batel 70m²,"Avenida Sete De Setembro, 4500, Batel - Curitiba/Pr",Batel,Aluguel,2500,604,123,2,1,70m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/45064002/apartamento-3-quartos-edificio-por-do-sol-batel-curitiba/,2023-12-13,Apartamento 3 Quartos Batel 226m²,"Avenida Visconde De Guarapuava, 5085, Batel - Curitiba/Pr",Batel,Aluguel,7500,3000,616,3,2,226m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01495001/apartamento-3-quartos-louis-pasteur-batel-curitiba/,2023-12-13,Apartamento 3 Quartos Batel 141m²,"Rua Pasteur, 260, Batel - Curitiba/Pr",Batel,Aluguel,2800,800,161,3,1,141m²,1,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16413001/apartamento-3-quartos-edificio-pitagoras-bigorrilho-curitiba/,2023-12-13,Apartamento 3 Quartos Bigorrilho 215m²,"Rua Euclides Da Cunha, 1150, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,6800,1972,645,3,4,215m²,3,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12739002/apartamento-1-quarto-paloma-picasso-bigorrilho-curitiba/,2023-12-13,Apartamento 1 Quarto Bigorrilho 23m²,"Rua Padre Anchieta, 1968, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,850,500,41,1,0,23m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91407002/apartamento-3-quartos-placido-antonio-simeoni-bigorrilho-curitiba/,2023-12-13,Apartamento 3 Quartos Bigorrilho 90m²,"Alameda Augusto Stellfeld, 1702, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2400,650,101,3,1,90m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00747007/apartamento-3-quartos-serra-verde-bigorrilho-curitiba/,2023-12-13,Apartamento 3 Quartos Bigorrilho 178m²,"Alameda Princesa Izabel, 1373, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,3100,1200,280,3,2,178m²,1,2023-12-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12174001/apartamento-2-quartos-champagnat-regence-bigorrilho-curitiba/,2023-12-13,Apartamento 2 Quartos Bigorrilho 58m²,"Rua Euclides Da Cunha, 1387, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2300,650,95,2,1,58m²,0,2023-11-21,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13682001/apartamento-2-quartos-milena-–-cond.-bigorrilho-curitiba/,2023-12-13,Apartamento 2 Quartos Bigorrilho 58m²,"Rua Padre Agostinho, 2715, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1750,500,82,2,1,58m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/06290001/apartamento-1-quarto-soft-premiun-bigorrilho-curitiba/,2023-12-13,Apartamento 1 Quarto Bigorrilho 21m²,"Rua Padre Anchieta, 2933, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1200,300,38,1,0,21m²,0,2023-11-22,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08477005/apartamento-2-quartos-padre-anchieta-bigorrilho-curitiba/,2023-12-13,Apartamento 2 Quartos Bigorrilho 44m²,"Rua Padre Anchieta, 2636, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1290,600,42,2,0,44m²,0,2023-11-20,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07787001/apartamento-2-quartos-champagnat-top-bigorrilho-curitiba/,2023-12-13,Apartamento 2 Quartos Bigorrilho 52m²,"Rua Padre Anchieta, 2224, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1600,650,53,2,1,52m²,0,2023-11-08,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16070001/apartamento-3-quartos-trianon-bigorrilho-curitiba/,2023-12-13,Apartamento 3 Quartos Bigorrilho 147m²,"Rua Capitao Souza Franco, 870, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,4100,1026,274,3,1,147m²,1,2023-11-17,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/04343001/apartamento-2-quartos-lynx-bigorrilho-curitiba/,2023-12-13,Apartamento 2 Quartos Bigorrilho 80m²,"Rua Padre Agostinho, 2619, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1850,800,111,2,1,80m²,1,2023-11-20,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15020001/apartamento-2-quartos-vilage-cabral-curitiba/,2023-12-13,Apartamento 2 Quartos Cabral 81m²,"Rua Deputado Joaquim José Pedrosa, 570, Cabral - Curitiba/Pr",Cabral,Aluguel,1800,420,86,2,1,81m²,0,2023-12-06,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01036004/apartamento-1-quarto-saint-thomas-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 43m²,"Rua Benjamin Constant, 45, Centro - Curitiba/Pr",Centro,Aluguel,750,750,81,1,0,43m²,0,2023-11-08,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00927002/apartamento-2-quartos-edificio-odete-laporte-centro-curitiba/,2023-12-13,Apartamento 2 Quartos Centro 82m²,"Rua Brigadeiro Franco, 2021, Centro - Curitiba/Pr",Centro,Aluguel,2500,780,114,2,2,82m²,0,2023-11-06,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01706001/apartamento-2-quartos-torres-do-sol-centro-curitiba/,2023-12-13,Apartamento 2 Quartos Centro 74m²,"Rua Doutor Pedrosa, 297, Centro - Curitiba/Pr",Centro,Aluguel,1650,430,88,2,0,74m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15171003/apartamento-1-quarto-denver-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 23m²,"Rua Saldanha Marinho, 968, Centro - Curitiba/Pr",Centro,Aluguel,1000,440,66,1,1,23m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11304001/apartamento-1-quarto-hyde-park-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 25m²,"Rua Nunes Machado, 79, Centro - Curitiba/Pr",Centro,Aluguel,1390,300,29,1,0,25m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08782001/apartamento-2-quartos-guido-viaro-centro-curitiba/,2023-12-13,Apartamento 2 Quartos Centro 62m²,"Rua Brigadeiro Franco, 1925, Centro - Curitiba/Pr",Centro,Aluguel,2200,650,88,2,1,62m²,1,2023-11-09,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15769001/apartamento-2-quartos-central-park-–-conselheiro-laurindo-centro-curitiba/,2023-12-13,Apartamento 2 Quartos Centro 77m²,"Rua Conselheiro Laurindo, 781, Centro - Curitiba/Pr",Centro,Aluguel,1800,570,92,2,1,77m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92276001/apartamento-1-quarto-westphalen-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 34m²,"Rua Desembargador Westphalen, 610, Centro - Curitiba/Pr",Centro,Aluguel,1500,400,90,1,0,34m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49145001/apartamento-1-quarto-leopoldina-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 34m²,"Rua Treze De Maio, 200, Centro - Curitiba/Pr",Centro,Aluguel,1100,300,45,1,0,34m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14598001/apartamento-3-quartos-manchester-centro-curitiba/,2023-12-13,Apartamento 3 Quartos Centro 138m²,"Rua Benjamin Constant, 257, Centro - Curitiba/Pr",Centro,Aluguel,2500,1400,309,3,1,138m²,1,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13327022/apartamento-1-quarto-la-tour-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 40m²,"Rua Desembargador Ermelino De Leão, 181, Centro - Curitiba/Pr",Centro,Aluguel,1700,590,0,1,0,40m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16588001/apartamento-1-quarto-all-you-need-centro-curitiba/,2023-12-13,Apartamento 1 Quarto Centro 17m²,"Rua Riachuelo, 110, Centro - Curitiba/Pr",Centro,Aluguel,1850,500,28,1,0,17m²,0,2023-12-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16145001/apartamento-3-quartos-edificio-joao-dallegrave-centro-civico-curitiba/,2023-12-13,Apartamento 3 Quartos Centro Cívico 133m²,"Rua Comendador Fontana, 279, Centro Cívico - Curitiba/Pr",Centro Cívico,Aluguel,2900,800,133,3,1,133m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09707004/apartamento-3-quartos-betaville-cristo-rei-curitiba/,2023-12-13,Apartamento 3 Quartos Cristo Rei 112m²,"Rua Atilio Borio, 80, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1800,1000,129,3,1,112m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14906001/apartamento-2-quartos-solar-do-ipe-cristo-rei-curitiba/,2023-12-13,Apartamento 2 Quartos Cristo Rei 52m²,"Rua Sanito Rocha, 207, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1400,420,48,2,0,52m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91408001/apartamento-2-quartos-trianon-park-cristo-rei-curitiba/,2023-12-13,Apartamento 2 Quartos Cristo Rei 47m²,"Rua Governador Agamenon Magalhaes, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1180,786,66,2,1,47m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12968001/apartamento-1-quarto-daiane-de-fatima-cristo-rei-curitiba/,2023-12-13,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Urbano Lopes, 436, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1600,250,43,1,0,27m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11315003/apartamento-1-quarto-trianon-park-cristo-rei-curitiba/,2023-12-13,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Governador Agamenon Magalhães, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1390,369,26,1,0,27m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07201001/apartamento-3-quartos-maria-amelia-cristo-rei-curitiba/,2023-12-13,Apartamento 3 Quartos Cristo Rei 81m²,"Avenida Sete De Setembro, 625, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1580,350,85,3,1,81m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03399004/apartamento-3-quartos-piazza-livorno-cristo-rei-curitiba/,2023-12-13,Apartamento 3 Quartos Cristo Rei 84m²,"Avenida Presidente Affonso Camargo, 2491, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,2600,600,148,3,1,84m²,1,2023-12-06,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09891001/apartamento-2-quartos-costa-douro-cristo-rei-curitiba/,2023-12-13,Apartamento 2 Quartos Cristo Rei 60m²,"Rua Oyapock, 8, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1490,415,67,2,0,60m²,0,2023-12-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14054002/apartamento-3-quartos-barao-de-capanema-jardim-botanico-curitiba/,2023-12-13,Apartamento 3 Quartos Jardim Botânico 54m²,"Rua Engenheiro Ostoja Roguski, 631, Jardim Botânico - Curitiba/Pr",Jardim Botânico,Aluguel,1700,500,44,3,1,54m²,0,2023-11-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03795003/apartamento-2-quartos-frei-orlando-jardim-social-curitiba/,2023-12-13,Apartamento 2 Quartos Jardim Social 75m²,"Rua Frei Orlando, 1300, Jardim Social - Curitiba/Pr",Jardim Social,Aluguel,1150,550,63,2,0,75m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16263002/apartamento-3-quartos-leonardo-da-vinci-merces-curitiba/,2023-12-13,Apartamento 3 Quartos Merces 89m²,"Rua Desembargador Motta, 2890, Merces - Curitiba/Pr",Merces,Aluguel,3800,528,112,3,1,89m²,1,2023-11-19,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15290001/apartamento-1-quarto-folador-rebouças-curitiba/,2023-12-13,Apartamento 1 Quarto Rebouças 38m²,"Rua Vinte E Quatro De Maio, 411, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1600,350,56,1,0,38m²,0,2023-11-28,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22539001/apartamento-1-quarto-la-fontaine-rebouças-curitiba/,2023-12-13,Apartamento 1 Quarto Rebouças 46m²,"Rua Brasilio Itibere, 1345, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1350,550,94,1,1,46m²,0,2023-11-29,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22266001/apartamento-1-quarto-carajas-i-rebouças-curitiba/,2023-12-13,Apartamento 1 Quarto Rebouças 35m²,"Avenida Sete De Setembro A, 3146, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1100,350,46,1,0,35m²,0,2023-12-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16125001/apartamento-2-quartos-edificio-green-village-rebouças-curitiba/,2023-12-13,Apartamento 2 Quartos Rebouças 97m²,"Avenida Iguaçu, 1326, Rebouças - Curitiba/Pr",Rebouças,Aluguel,2400,800,140,2,1,97m²,1,2023-12-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15562002/apartamento-1-quarto-cordilheiras-rebouças-curitiba/,2023-12-13,Apartamento 1 Quarto Rebouças 28m²,"Avenida Silva Jardim, 994, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1190,450,40,1,0,28m²,0,2023-12-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15969001/apartamento-2-quartos-cidade-de-padova-campo-de-santana-curitiba/,2023-12-13,Apartamento 2 Quartos Campo De Santana 44m²,"Rua Ângelo Tozim, 1060, Campo De Santana - Curitiba/Pr",Campo De Santana,Aluguel,690,390,25,2,1,44m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12316001/apartamento-3-quartos-spazio-canto-dolce-capao-raso-curitiba/,2023-12-13,Apartamento 3 Quartos Capao Raso 89m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,1400,530,41,3,0,89m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22759001/apartamento-2-quartos-spazio-canto-dolce-capao-raso-curitiba/,2023-12-13,Apartamento 2 Quartos Capao Raso 45m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,1300,550,59,2,1,45m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16645001/apartamento-1-quarto-piemonte-versatile-home-capao-raso-curitiba/,2023-12-13,Apartamento 1 Quarto Capão Raso 36m²,"Rua João Rodrigues Pinheiro, 181, Capão Raso - Curitiba/Pr",Capão Raso,Aluguel,1490,350,33,1,0,36m²,0,2023-12-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23537001/apartamento-2-quartos-viva-vida-capao-raso-curitiba/,2023-12-13,Apartamento 2 Quartos Capao Raso 53m²,"Avenida Winston Churchill, 309, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,2300,400,41,2,1,53m²,0,2023-12-04,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16520001/apartamento-2-quartos-cidade-de-broni-tatuquara-curitiba/,2023-12-13,Apartamento 2 Quartos Tatuquara 44m²,"Rua Ângelo Tozim, 1399, Tatuquara - Curitiba/Pr",Tatuquara,Aluguel,790,328,25,2,1,44m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16555001/apartamento-2-quartos-residencial-azalea-tatuquara-curitiba/,2023-12-13,Apartamento 2 Quartos Tatuquara 46m²,"Avenida Pero Vaz De Caminha, 471, Tatuquara - Curitiba/Pr",Tatuquara,Aluguel,850,400,38,2,1,46m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92346003/apartamento-2-quartos-do-parque-campina-do-siqueira-curitiba/,2023-12-13,Apartamento 2 Quartos Campina Do Siqueira 54m²,"Rua Padre Giacomo Cusmano, 213, Campina Do Siqueira - Curitiba/Pr",Campina Do Siqueira,Aluguel,1850,650,78,2,0,54m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16644001/apartamento-2-quartos-campo-comprido-curitiba/,2023-12-13,Apartamento 2 Quartos Campo Comprido 70m²,"Rua Nova América, 373, Campo Comprido - Curitiba/Pr",Campo Comprido,Aluguel,1250,0,32,2,2,70m²,0,2023-11-24,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92128001/apartamento-2-quartos-bonarda-mossungue-curitiba/,2023-12-13,Apartamento 2 Quartos Mossungue 178m²,"Rua Joao Domachoski, 400, Mossungue - Curitiba/Pr",Mossungue,Aluguel,4600,650,190,2,1,178m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/90804002/apartamento-3-quartos-santa-felicidade-curitiba/,2023-12-13,Apartamento 3 Quartos Santa Felicidade 166m²,"Avenida Vereador Toaldo Tulio, 973, Santa Felicidade - Curitiba/Pr",Santa Felicidade,Aluguel,2200,0,150,3,1,166m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03795003/apartamento-2-quartos-frei-orlando-jardim-social-curitiba/,2023-12-13,Apartamento 2 Quartos Jardim Social 75m²,"Rua Frei Orlando, 1300, Jardim Social - Curitiba/Pr",Jardim Social,Aluguel,1150,550,63,2,0,75m²,0,2023-11-05,,Ativo
