site,titulo,link,data_coleta,endereco,catacteristicas_imovel,detalhes_condominio,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Cilar,Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-santa-felicidade-curitiba/id/64458795/code/AP0581,2024-02-19,"Rua Wanda Wolf, 1575 - Santa Felicidade - Curitiba","Apartamento para locação com 03 dormitórios em Santa Felicidade.    Condomínio Residencial Monte Verdi I.   Em excelente localização, á 230m do Supermercado Civis, á 250m do Centro De Educação Infantil Conjunto Monteverdi, á 270m da Quadra R2 Sports, á 1km do Santa Gula.   Condomínio com Portaria, Salão de festa e Playground.   Ótimo apartamento, bem arejado e iluminado, amplo, com aproximadamente 47,69 m² de área total. Apartamento no 1º andar, contendo:   - Ampla sala;  - Cozinha;  - Área de serviço;  - BWC social;   - Três dormitórios;   - 01 vaga de garagem descoberta.   *Todos os valores estão sujeitos à alteração sem prévio aviso.    Valor do Aluguel Bruto: R$ 1.320,00  Bonificação para pagamento em dia (até o dia 05): R$ 220,00  Valor do Aluguel Líquido: R$ 1.100,00  Condomínio aproximadamente: R$350,00  FCI: R$ 55,00  IPTU: R$ 25,28  Seguro-incêndio: R$ 26,41 mensal (Incluso assistência residencial Porto Seguros).",Garagem Coberta,Santa Felicidade,Curitiba,1100,350.0,0,25.28,47,3,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-capao-da-imbuia-curitiba/id/63318343/code/35622.009,2024-02-19,"R PROFESSORA ANTONIA REGINATO VIANNA, 398 - CAPAO DA IMBUIA - Curitiba","Apartamento perfeito para quem busca conforto e praticidade! Este aconchegante lar é ideal para quem mora sozinho, proporcionando um ambiente bem ventilado e luminoso. As janelas possuem grades, garantindo segurança e tranquilidade. Sala com piso em cerâmica, dormitório claro e arejado, destacando-se pelo piso em laminado, o banheiro apresenta praticidade e elegância, equipado com armário, espelho e box blindex. A cozinha estilo americana é um charme à parte, com armários sob medida e um balcão de pia, integrada à área de serviço. Não perca a oportunidade de viver com estilo e conforto neste imóvel único! Agende sua visita e apaixone-se pelo seu novo lar.   ** TAXAS A CONFIRMAR **   ",,CAPAO DA IMBUIA,Curitiba,1100,330.0,0,29.7,47,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-centro-curitiba/id/64448919/code/37,2024-02-19,"Rua Lamenha Lins, 1486 - Centro - Curitiba","Apartamento no Rebouças em Curitiba. Nas imediações do Estádio Joaquim Américo Guimarães (Atlético), próximo à Unicuritiba e à Unidade de Saúde Ouvidor Pardinho.
  
  - 1 sala
  - 1 quarto
  - 1 banheiro social com box e armário
  - Cozinha
  - Piso cerâmica
  - Área de serviço
  - 1 vaga de garagem 
  
  Atenção: O valor do condomínio é aproximado, podendo ser maior ou menor de acordo com o consumo do cliente, eventuais obras, e deliberação do condomínio.",Garagem Coberta,Centro,Curitiba,1100,392.0,0,,0,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-portao-curitiba/id/63731625/code/01069.003,2024-02-19,"R LOURIVAL PORTELLA NATEL, 420 - PORTAO - Curitiba","Apartamento para alugar em excelente localização no Portão, em frente do Shopping Palladium e bem próximo do Supermercado Muffato e Terminal do Portão, perto de tudo, composto por sala, cozinha, 2 dormitórios e 1 banheiro. Condomínio com baixo valor, já incluso água, luz do corredor e limpeza. Prédio com acesso eletrônico e com senha.   *Valor do aluguel bruto R$ 1.294,00 - bonificação para pagamento em dia, no valor de R$ 194,00 (bonificação válida a partir do 2° mês cheio de locação). Aluguel líquido R$ 1.100,00 + taxas (Condomínio + IPTU + seguro incêndio + FCI de 6% (seis por cento) sobre o aluguel líquido). *Verificar com o consultor o valor final da locação.*   *Valores sujeitos a alteração sem aviso prévio.   Obs1.: NÃO TEM VAGA DE GARAGEM.   Obs2.: Imagens meramente ilustrativas.",,PORTAO,Curitiba,1100,450.0,0,50.95,72,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 3º andar,https://cilar.com.br/alugar/apartamento-no-3-andar-centro-curitiba/id/63517872/code/40229.001,2024-02-19,"R FRANCISCO TORRES, 470 - CENTRO - Curitiba","Encantador apartamento no Centro de Curitiba, oferecendo toda a praticidade que você busca no seu cotidiano. Perfeito para estudantes, com fácil acesso ao transporte público. O apartamento é espaçoso e bem iluminado, todo com piso laminado madeira, uma cozinha equipada com armário suspenso e pia, banheiro com armários e um elegante box de vidro. Não perca a oportunidade de viver com conforto e estilo no centro da cidade! Agende sua visita hoje mesmo.   ** TAXAS A CONFIRMAR **   https:--www.youtube.com-watch?v=70I60liSlEk  ",Elevador,CENTRO,Curitiba,1100,350.0,0,39.91,36,0,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-capao-da-imbuia-curitiba/id/60738736/code/AP1566,2024-02-19,"Rua Jorge Batista Crocetti, 672 - Capão da Imbuia - Curitiba","Apartamento com 1 dormitório para alugar, 23 m² por R$ 1.100/mês - Capão da Imbuia - Curitiba-PR    Os melhores imóveis de Curitiba estão aqui!    Excelente localização no Tarumã, prédio novo, com todo aconchego que você merece!    Contendo:    -01 quarto com sacada  - Cozinha com pia e armário de porta   - Banheiro com box  - Internet   Possui lavanderia coletiva de prédio.    Próximo do Jardim Botânico de Curitiba (800m)   100 metros do Muffato    Agende hoje mesmo uma visita com nossa equipe e confira!    Sobre o Fundo de Reserva e Fundo de Obras referente a taxa de condomínio: Valores pagos pelo locatário, são reembolsáveis.  Valores sujeitos à alteração sem aviso prévio.",,Capão da Imbuia,Curitiba,1100,290.0,0,35.0,23,1,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-alto-da-gloria-curitiba/id/47849654/code/05441.003,2024-02-19,"R MAUA, 1119 - ALTO DA GLORIA - Curitiba","ÁREA INFORMADA, REFERE-SE Á ÁREA TOTAL.    Apartamento em ótima localização, próximo ao Centro Cívico, rua tranqüila, apartamento ensolarado, 01 dormitório, sala conjugada com cozinha onde contém um kit compacto ( pia fogão, geladeira). Agende sua visita.   Condomínio mês 03-2023 - R$ 308,00 - Fundo de Obras  R$ 80,00. Obs.: O valor do condomínio informado está sujeito a alteração sem prévio aviso; varia de acordo com o custo de administração. Orientamos que antes do início da locação deste imóvel seja verificado junto ao síndico o valor da taxa.",Elevador,ALTO DA GLORIA,Curitiba,1100,308.0,0,39.84,32,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-boqueirao-curitiba/id/56627960/code/15290.004,2024-02-19,"AV MARECHAL FLORIANO PEIXOTO, 7100 - BOQUEIRAO - Curitiba", Prazo de contratoi: 30 meses  Seguro Incendio: A Faze  OBS: NAO ACEITA TER ANIMAIS  OBS: VIISTAS ACOMPANHADAS,,BOQUEIRAO,Curitiba,1100,,0,,50,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-centro-curitiba/id/63932159/code/43,2024-02-19,"Rua Lamenha Lins, 1486 - Centro - Curitiba","Apartamento no Rebouças em Curitiba. Nas imediações do Estádio Joaquim Américo Guimarães (Atlético), próximo à Unicuritiba e à Unidade de Saúde Ouvidor Pardinho.
  - 1 sala
  - 1 quarto
  - 1 banheiro social com box
  - Cozinha com pia e armário
  - Área de serviço
  - Piso cerâmica
  - 1 vaga de garagem 
  
  Atenção: O valor do condomínio é aproximado, podendo ser maior ou menor de acordo com o consumo do cliente, eventuais obras, e deliberação do condomínio.","Jardim, Garagem Coberta",Centro,Curitiba,1100,372.0,0,,0,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/60317373/code/210757,2024-02-19,"R Amintas de Barros, 164 - Centro - Curitiba","Imediações: TEATRO GUAÍRA   Detalhes: STUDIO MOBILIADO CONTENDO: SALA E QUARTO CONJUGADOS, COM CAMA DE CASAL, PRATELEIRAS, MESA COM 02 CADEIRAS, TV, GELADEIRA, FOGÃO ELÉTRICO DUAS BOCAS, BWC SOCIAL COM BOX DE VIDRO.
  IMÓVEL COM PISO CERÂMICO.
  VALOR DE CONDOMÍNIO R$ 400,00, INCLUIDO TAXA MÍNIMA DE CONSUMO DA SANEPAR E COPEL E IPTU.
  EDIFÍCIO COM ALARME, PORTÃO AUTOMÁTICO. ELEVADOR ESTÁ SENDO INSTALADO.
  *VISITAS AGENDADAS COM ANTECEDÊNCIA E ACOMPANHADAS*  ***** O IMOVEL ENCONTRA-SE RESERVADO, atualizado em 19/02/2024 09:14 *****",Elevador,Centro,Curitiba,1080,400.0,0,,25,1,0,1,0,Sim,Não,Não,Não,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-cidade-industrial-curitiba/id/64495168/code/BPD-122054,2024-02-19,"Rua Jaraguá do Sul, 201 - Cidade Industrial - Curitiba","Baggio Imóveis aluga ótimo apartamento bem ventilado com 37 m² de área útil, próximo ao Supermercado Condor, Max Atacadista, Universidades Positivo e UTFPR, colégio, ponto de ônibus e todo comércio em geral. 

Apartamento térreo, contendo: 
- Sala com painel de TV e mesa com 4 banquetas;
- Cozinha com armários e fogão; 
-  Área de serviço conjugada a cozinha;
- Banheiro social com box blindex;
- 02 dormitórios sendo 1 com móvel para uso geral;
- 01 vaga de garagem descoberta, box nº 301.


FCI: R$ 60,00
Seguro incêndio: R$ 18,20
Valores sujeitos a alterações. 

CURTIU NÉ??
AGENDE AGORA SUA VISITA E NÃO PERCA ESTA OPORTUNIDADE!",Garagem Coberta,Cidade Industrial,Curitiba,1000,250.0,0,31.15,45,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no FAZENDINHA,https://cilar.com.br/alugar/apartamento-no-fazendinha-fazendinha-curitiba/id/63623895/code/04697.001,2024-02-19,"R ANTONIO DALMARCO, 400 - FAZENDINHA - Curitiba","Pontos de Referência: Bosque Fazendinha e Supermercado Zamprogna   Excelente apartamento mobiliado e em ótima localização.   Contendo:   - Sala para adaptar dois ambientes (estar e jantar).  - Cozinha com armários planejados.  - Banheiro.  - 02 Quartos sendo um com a mobília de escritório personalizada.  - Área de serviço junto com a cozinha.  - Interfone.  - Vaga de garagem rotativa, não demarcada.   Condomínio com:   - Portaria24h.  - Salão de festas.",,FAZENDINHA,Curitiba,1000,354.0,0,25.32,55,0,0,0,0,Sim,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-cristo-rei-curitiba/id/62233927/code/195553,2024-02-19,"R Schiller, 33 - Cristo Rei - Curitiba","Imediações: MERCADO MUNICIPAL   Detalhes: 01 DORMITÓRIO, SALA, SACADA, BWC SOCIAL COM BOX, COZINHA CONJUGADA COM PISO CERÂMICO, BALCÃO COM PIA INOX, 01 TANQUE DE LOUÇA. IMÓVEL COM PISO LAMINADO NOVO, PINTURA EM BOM ESTADO.
  EDIFÍCIO COM 13 ANDARES, 02 ELEVADORES, LAVANDERIA COLETIVA, SALÃO DE FESTAS COM CHURRASQUEIRA
  TRANSVERSAIS: AV AFFONSO CAMARGO E RUA FRANCISCO ALVES GUIMARÃES
  - TAXA DE CONDOMÍNIO VENCIMENTO 10/01/2024, VALOR R$ 466,01 DOS QUAIS:
  - COTA MENSAL (DESPESAS DO INQUILINO) R$ 354,48
  - DESPESAS DO PROPRIETÁRIO (REEMBOLSÁVEIS): R$ 111,53
  **** OBSERVAÇÃO: CONTRATO DE 18 MESES *****
  *** VISITAS AGENDADAS COM ANTECEDÊNCIA E ACOMPANHADAS - DE SEGUNDA A SEXTA ENTRE 9:00 E 16:00 (EXIGÊNCIAS DO CONDOMÍNIO)  ***** Atualizado em 19/02/2024 09:14 *****",Elevador,Cristo Rei,Curitiba,980,466.01,0,44.85,43,1,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 5º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-5-andar-com-1-quarto-centro-curitiba/id/63394236/code/AP0348,2024-02-19,"Rua Doutor Faivre, 808 - Centro - Curitiba","***Apartamento Central - Ótima Localização*****   - 01 Dormitório;  - Ampla sala de estar;  - Cozinha com tampo de pia;  - Banheiro Social;  - Piso em parquet;  - Área de serviço coletiva no terraço do prédio com tanque e varal;  - Pintura nova , luminárias;  - Não tem vaga de garagem.   Condomínio taxa aprox. 300,00 referência vencimento 10/02/2024.   O valor do condomínio informado está sujeito a alteração sem prévio aviso e varia de acordo com o custo de administração do condomínio. Orientamos que antes do início da locação deste imóvel seja verificado junto ao síndico, o valor atual da taxa de condomínio.   O valor do aluguel é para pagamento pontual.  Seguro incêndio :  mensal  F.C.I. (fundo de conservação do imóvel) :  5% do valor do aluguel   AGENDE SUA VISITA!",,Centro,Curitiba,980,300.0,0,39.64,36,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 8º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-8-andar-com-1-quarto-sao-francisco-curitiba/id/61368114/code/02864.001,2024-02-19,"Rua Mateus Leme, 314 - São Francisco - Curitiba","Apartamento no São Francisco com 1 quarto de 60,45m² - Edifício Alfredo Andersen   Detalhes: Apartamento com:  Sala com sacada fechada;  Cozinha com armários planejados, fogão e geladeira;  Área de serviço com máquina de lavar e tanque;   Quarto com armários planejados;  Banheiro com box blindex;   Possui 1 vaga de garagem (nº18)   Condomínio com portaria 24 horas, salão de festas, playground, salão de jogos e área de piscina com churrasqueira.    Imediações: Apartamento na região central da cidade, entre as ruas Paula Gomes e Inácio Lustosa. Próximo ao Shopping Mueller, Passeio Público e Clube Curitibano - Sede Concórdia. Fácil acesso ao transporte coletivo e a comércios e serviços da região.    *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita!","Piscina, Salão de festas, Churrasqueira, Playground, Elevador, Portaria 24h, Garagem Coberta",São Francisco,Curitiba,950,940.0,0,91.1,60,1,0,1,0,Não,Sim,Não,Sim,Sim,Sim
Cilar,Apartamento no 11º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-11-andar-com-1-quarto-centro-curitiba/id/63008070/code/37799.003,2024-02-19,"TV NESTOR DE CASTRO, 263 - CENTRO - Curitiba","Em busca do lugar perfeito para chamar de lar? Este é o seu convite para viver no centro de Curitiba. Desfrute de uma localização privilegiada, próxima de supermercados, farmácias, academias, bancos, praças e instituições de ensino. Apartamento em excelente estado, situado em andar alto que oferece ventilação e uma vista panorâmica deslumbrante da cidade. Piso em laminado, sala e dormitório amplos, e o banheiro possui um moderno box em vidro. A cozinha conta com armários, uma prática mesa retrátil e pia funcional. Além disso, a área de serviço possui uma divisória em vidro, garantindo praticidade e organização. Esta é a oportunidade que você esperava! Agende já sua visita e venha conferir!   ** TAXAS A CONFIRMAR **   https:--www.youtube.com-watch?v=-bn7vxPyN7Ns ","Elevador, Portaria 24h",CENTRO,Curitiba,950,500.0,0,47.47,46,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-2-andar-com-1-quarto-centro-curitiba/id/63677957/code/38062.010,2024-02-19,"R DOUTOR FAIVRE, 1093 - CENTRO - Curitiba","Que tal morar no centro de Curitiba, próximo a tudo que você precisa para facilidade no seu dia a dia? O Edifício Coqueiros está situado no Centro, a apenas 400 metros do Mercado Municipal e a menos de 15 minutos da Rodoferroviária, além de estar em uma região onde você encontra de tudo e tem fácil acesso a pontos de ônibus, lojas, farmácias, academias, redes bancárias, restaurantes e demais comércios. Imóvel perfeito para você que gostaria de morar sozinho e ter seu espaço.  Apartamento claro e iluminado,  01 sala ampla com piso parquet,  01 quarto amplo,  01 bwc,   Cozinha com balcão de pia conjugada com um tanque,   Não possui estacionamento, mas há várias opções pela região,    *Agende já a sua visita e venha conferir!     ***TAXAS A CONFIRMAR**",,CENTRO,Curitiba,900,240.0,0,41.98,46,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/62658858/code/197335,2024-02-19,"R Andre de Barros, 626 - Centro - Curitiba","Imediações: SENAC/TERMINAL GUADALUPE   Detalhes: APARTAMENTO COM 01 DORMITÓRIO, SALA COM SOFÁ E ESTANTE, COZINHA COM ARMÁRIO E PIA, GÁS ENCANADO COM REGISTRO INDIVIDUAL, LAVANDERIA CONJUGADA COM A COZINHA COM TANQUE DE LOUÇA, BANHEIRO SOCIAL COM COM BOX.
  PISO DECORFLEX, PINTURA NOVA.
  VAGA DE GARAGEM N 08.
  CONDOMÍNIO PORTARIA 24H,  02 ELEVADORES, SALÃO DE FESTAS, BICICLETÁRIO 
  TRANSVERSAIS RUA BARÃO DO RIO BRANCO E TV DA LAPA
  TAXA DE CONDOMÍNIO APARTAMENTO - VENCIMENTO 07/11/2023: R$ 455,25 DOS QUAIS 
  - DESPESA EXTRAORDINÁRIAS (REEMBOLSÁVEL): R$ 85,64
  - TAXA DE CONDOMÍNIO VAGA GARAGEM N 8 VENCIMENTO 07/11/2023: R$ 181,37 DOS QUAIS
  - DESPESA EXTRAORDINÁRIAS (REEMBOLSÁVEL): R$ 21,87
  **VISITAS ACOMPANHADAS E AGENDADAS COM ANTECEDÊNCIA E AUTORIZAÇÃO**  ***** Atualizado em 19/02/2024 09:14 *****","Elevador, Garagem Coberta",Centro,Curitiba,900,636.62,0,73.37,46,1,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-3-quartos-santa-candida-curitiba/id/63195619/code/04214.001,2024-02-19,"EST GUILHERME WEIGERT, 1655 - SANTA CANDIDA - Curitiba","Pontos de Referência:  Mercearia Rodrigues, Aliança Pizzaria e Sinal Way.   Excelente apartamento em ótima localização.   Contendo:    - Sala.  - 03 Quartos.  - Banheiro social.  - Cozinha.  - Área de serviço.  - Vaga de garagem coberta.  ","Salão de festas, Playground, Portaria 24h, Garagem Coberta",SANTA CANDIDA,Curitiba,900,434.0,0,54.06,75,3,0,1,0,Não,Não,Não,Não,Não,Sim
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-pinheirinho-curitiba/id/63869698/code/CA0497,2024-02-19,"Gaipava, 211 - Pinheirinho - Curitiba","Imediações: ao lado do Colégio estadual Professora Etelvina   Detalhes: Ei vizinho! Buscando um imóvel para mudar? Então uma olhada neste apartamento!  Com 50m de área privativa, o apartamento é dividido em sala para dois ambientes, cozinha, 02 quartos, 01 banheiro social e lavanderia.  Apartamento fica no bairro Pinheirinho á Rua Gaipava, localizado ao lado do Colégio estadual Professora Etelvina, duas quadras mercado Serva, quatro quadras do mercado Planalto, com facilidade de acesso e próximo á comércios no geral!  Ficou Interessado? Agende sua visita e conheça pessoalmente!   TAXAS E INFORMAÇÕES IMPORTANTES  IPTU  (à confirmar)  SEGURO INCÊNDIO  (á confirmar)  FUNDO DE CONSERVAÇÃO 5% sobre o aluguel mensal (a ser restituído integralmente para o locatário na rescisão do contrato)  VISTORIA 20% sobre o aluguel (cobrado apenas no 1 recibo, referente a vistoria de entrada e no último referente a de saída)   ** Os valores podem sofrer alterações sem aviso prévio  FIANÇAS Seguro Fiança, Título de Capitalização, Fiador e CredPago (fiança simplificada e ágil com o seu cartão de crédito).",,Pinheirinho,Curitiba,850,,0,,50,2,0,1,0,Não,Não,Não,Não,Não,Não
