site,titulo,link,data_coleta,endereco,catacteristicas_imovel,detalhes_condominio,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Cilar,Apartamento no 3º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-3-andar-com-3-quartos-agua-verde-curitiba/id/64464361/code/AP0445,2024-02-19,"Rua Amazonas, 521 - Água Verde - Curitiba","Prezado (a) Senhor (a). Muito obrigado por entrar em contato para conhecer o seu futuro imóvel.   Visitas somente com horário marcado e com a presença do consultor imobiliário.   Imóvel:  03 quartos (ficando armários em 2 quartos), banheiro com Box, ampla sala, cozinha com armários, área de serviço, piso cerâmico na sala e piso laminado nos quartos, 01 vaga de garagem compartilhada sob o nº 21, face leste   Prédio: 07 andares, 08 por andar, revestimento em pintura e pastilha, portaria 24 horas, elevador, salão de festas, play ground, central de gás, aquecimento elétrico   Condomínio aproximadamente  R$ 450,00.   Os valores podem ser alterados sem aviso prévio   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída e a Final do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais)  para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.   F.C.I. 6 % (seis por cento) sobre o aluguel líquido","Elevador, Garagem Coberta",Água Verde,Curitiba,2050,450.0,0,,90,3,0,1,0,Sim,Não,Não,Não,Não,Não
Cilar,Apartamento no 9º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-9-andar-com-1-quarto-bigorrilho-curitiba/id/62366240/code/AP0531,2024-02-19,"Rua Padre Giacomo Cusmano, 177 - Bigorrilho - Curitiba","Apartamento tipo Studio mobiliado para locação em Curitiba, no bairro Campina do Siqueira, Ed. INK Champagnat, localizado próximo do Terminal do Campina do Siqueira, parque Barigui e Supermercado Condor   Contendo cozinha com armário embutido, fogão por indução, geladeira, micro-ondas, quarto com cama de casal, armário embutido, balcão, sofá de 2 lugares e TV. Sem vaga de garagem.   O local é privilegiado e está próximo de supermercados, academias, restaurantes, unidade de saúde, farmácias, panificadoras e variado comércio e a menos de 50 metros do terminal Campina do Siqueira e apenas 10 minutos a pé do Parque Barigui. Fácil acesso ao Park Shopping Barigui e a diversas áreas da cidade.   No condomínio você encontra uma grande área de lazer, com espaço gourmet, salão de festas com churrasqueira, sala de jogos, piscina, quadra de esportes, academia e spa com sauna para relaxar. Conta ainda com lavanderia coletiva, sala de reunião e portaria 24h para maior segurança, além de um terraço com uma maravilhosa vista para o Parque Barigui.   Condições de locação:  - Valor do aluguel R$ 2400,00;  - Valor da bonificação R$ 400,00;  - Valor líquido R$ 2000,00.  OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio e varia de acordo com o custo de administração do condomínio. Sugerimos consultar o valor antes do fechamento da locação;  2) O seguro incêndio do imóvel será parcelado em doze vezes.  3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.",Piscina,Bigorrilho,Curitiba,2000,425.0,0,35.53,33,1,0,1,0,Sim,Sim,Não,Não,Não,Não
Cilar,Apartamento no 8º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-8-andar-com-3-quartos-ecoville-curitiba/id/64379185/code/39814.001,2024-02-19,"R PROFESSOR PEDRO VIRIATO P_ SOUZA, 5175 - ECOVILLE - Curitiba","O edifício está localizado em frente a Universidade Positivo, no bairro Ecoville. Conhecido por ser o mais ecológico e requintado de Curitiba, com referência em conforto, modernidade, alto padrão e bem-estar. Além de oferecer excelente infraestrutura, você encontra com muita facilidade diversos parques, academias, agências bancárias, supermercados, pizzarias, restaurantes, entre outras. O condomínio oferece área de lazer, brinquedoteca, churrasqueira, sala de jogos, piscina, academia, espaço gourmet, quadra poliesportiva e para sua maior segurança, portaria 24 horas, tudo que sua família merece para viver bem.   * Sala para dois ambientes com sacada, bem ventilada e uma vista incrível   * Cozinha com armários planejados, fogão e geladeira, interligada com a área de serviço, onde é muito ensolarada e ventilada.  * Dormitório com armário e sendo um deles com suíte para sua maior privacidade   * Banheiro social com box  * Uma vaga de garagem    Venha conferir e agende sua visita!     ** Taxas á confirmar **  ","Piscina, Academia, Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta",ECOVILLE,Curitiba,2000,480.0,0,62.09,97,3,1,1,0,Não,Sim,Sim,Sim,Não,Sim
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-agua-verde-curitiba/id/59696243/code/AP0693,2024-02-19,"Rua Rio Grande do Sul, 199 - Água Verde - Curitiba","Apartamento reformado e térreo para locação em Curitiba, no Conj. res. Via Ápia, localizado ao lado do Hospital Notre Dame e próximo do Shopping Água Verde e do Supermercado Festival.   Contendo 3 dormitórios, sendo 1 suíte com sacada,  sala para 2 ambientes, banheiros da suíte e social com box em vidro temperado, espelho e plano de pia em granito, cozinha com armário embutido, área de serviço com aquecedor de passagem à gás e uma vaga de garagem individual (a ser sorteada em reunião de condomínio).   O condomínio conta com portaria 24 horas, imagens monitoradas, ampla quintal com jardim, churrasqueira, playground e salão de festas.   Condições de locação:  - Valor do aluguel R$ 2400,00;  - Valor da bonificação R$ 400,00;  - Valor líquido R$ 2000,00.  OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio, varia de acordo com o custo de administração do condomínio e já está com os valores das taxas extraordinárias descontadas. Sugerimos consultar o valor junto a administradora/síndico antes do fechamento da locação;  2) O consumo de água é rateada pelo número de moradores no apartamento e a cobrança realizada em taxa de condomínio.  3) O seguro incêndio do imóvel será parcelado em doze vezes.  4) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.","Horta comunitária, Garagem Coberta",Água Verde,Curitiba,2000,565.0,0,103.99,120,3,1,2,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-centro-curitiba/id/62863487/code/163686,2024-02-19,"R Brigadeiro Franco, 2454 - Centro - Curitiba","Imediações: SHOPPING CURITIBA   Detalhes: 02 DORMITÓRIOS COM ARMÁRIOS SENDO 01 COM CAMA DE CASAL E OUTRO  COM BICAMA DE SOLTEIRO, SALA COM ESTANTE E SOFÁ DE 2 LUGARES, BARZINHO COM BANQUETAS E ARMÁRIO COM CRISTALEIRA,COZINHA COM ARMÁRIOS SUSPENSOS, PIA COM BALCÃO E TAMPO  EM GRANITO EXAUSTOR, BWC SOCIAL COM BOX DE VIDRO, PIA COM BALCÃO E TAMPO  EM MÁRMORE, ÁREA DE SERVIÇO.
  PISO LAMINADO, PINTURA NOVA.
  * VAGA DE GARAGEM ROTATIVA*.
  EDIFÍCIO COM PORTARIA 24 HORAS, 02 ELEVADORES, 12 ANDARES, SALÃO DE FESTA .
  * VISITAS AGENDADAS COM ANTECEDÊNCIA E ACOMPANHADAS E COM CARTA DE AUTORIZAÇÃO * 
  TRANSVERSAIS: AV SETE DE SETEMBRO / AV SILVA JARDIM  ***** Atualizado em 19/02/2024 09:14 *****","Elevador, Garagem Coberta",Centro,Curitiba,2000,807.41,0,84.93,87,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 4º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-2-quartos-sao-francisco-curitiba/id/62592407/code/00552.004,2024-02-19,"R MARTIN AFONSO, 257 - SAO FRANCISCO - Curitiba","***IMÓVEL RESERVADO***     Pontos de Referência: Shopping Muller e Largo da Ordem.    Ótima apartamento com excelente localização    Contendo:   - Sala com cortinas  - 02 Quartos.  - Banheiro com armário  - Cozinha com armários, exaustor, pia com tampo em granito  - Área de serviço com tanque ",,SAO FRANCISCO,Curitiba,2000,413.0,0,91.41,104,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-prado-velho-curitiba/id/54351528/code/AP0445,2024-02-19,"Avenida Marechal Floriano Peixoto, 3510 - Prado Velho - Curitiba","Av. Marechal Floriano Peixoto, nº3510  apto 201.  Area Privativa: 81,08  Area Construída: 81,08   LOCALIDADE: Próximo a Puc, em frente ao tubo TRE, fiat Florença e a localiza automóvel, várias outras concessionária, próximo ao Carrefour, etc..   FICHA TÉCNICA: Hall de entrada, sala ampla, dois dormitórios, um banheiro e uma área aberta.   *** PROPRIETÁRIO SE DISPONIBILIZA EM POR ARMÁRIOS NA COZINHA E O BOX DO BANHEIRO ***   VALORES  Primeiros 30 dias: aluguel bruto de R$ 2.400,00 + taxas.  Após os primeiros 30 dias para pagamentos em dia: aluguel líquido (com bonificação) de R$2.000,00 + taxas.    CONDOMÍNIO: 150,00    TAXAS  IPTU: R$ 71,07  Seg. Incêndio:  R$17,65.  Vistoria de entrada (cobrada apenas no 1° boleto do aluguel): R$260,00.   VAGA DE GARAGEM OPICIONAL: 150,00   TIPO DE FIANÇAS: caução 3x aluguel bruto + taxas; Fiador com dois imóveis quitados em Curitiba ou Região metropolitana e com comprovação de renda mensal de no mínimo 3x aluguel + condomínio e tacas; seguro fiança na Porto Seguros; ou Título de Capitalização no valor de 10x aluguel bruto + condomínio e taxas.  *VALORES E DISPONIBILIDADES SUJEITOS A CONFIRMAÇÃO*",,Prado Velho,Curitiba,2000,150.0,0,,81,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 6º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-6-andar-com-2-quartos-sao-francisco-curitiba/id/63701682/code/AP0146,2024-02-19,"Rua Paula Gomes, 980 - São Francisco - Curitiba","Excelente apartamento para locação no bairro São Francisco!   O imóvel possui ótimo acabamento e conta com dois dormitórios, sendo uma suíte, sala com sacada, cozinha com armários e cooktop, além de área de serviço conjugada. Banheiros com box de vidro e armários. Apartamento de frente para a rua. Uma vaga de garagem livre, fixa e coberta no subsolo.    O condomínio oferece salão de festas equipado e com churrasqueira, amplo terraço, 1 elevador e carrinho de supermercado.  O Edifício Columbia está em excelente localização, a poucas quadras do Centro Histórico de Curitiba, em rua tranquila.   Aluguel bruto: R$ 2.400,00 (mais taxas) no primeiro mês.   Bonificação: R$ 400,00 a partir do segundo mês.   Aluguel líquido: R$ 2.000,00 (mais taxas) para pagamento pontual a partir do segundo mês.   Taxa de vistoria a consultar.   Garantias para locação: Fiador com imóvel quitado em Curitiba, seguro Fiança e título de capitalização.   Horários de atendimento:  Segunda-feira: 08:30 às 12:00 e 13:30 às 18:00.  Terça a sexta-feira: 08:30 às 18:00.  Sábado: 08:30 às 12:00.   Obs.: O valor do presente anúncio poderá ser alterado sem aviso prévio.","Elevador, Garagem Coberta",São Francisco,Curitiba,2000,560.0,0,104.17,92,2,1,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 8º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-8-andar-com-3-quartos-novo-mundo-curitiba/id/64337607/code/AP0568,2024-02-19,"REPÚBLICA ARGENTINA, 5535 - NOVO MUNDO - Curitiba","Apartamento medindo 57m² mobiliado em localização privilegiada próximo ao terminal do capão Raso, supermercado e muito mais.  O imóvel possui 03 dormitórios com mobílias, sala para dois ambientes com mesa e sofá, sacada, Bwc social, Cozinha com armários e eletrodomésticos, área de serviços e vaga de garagem.  ALUGUEL BRUTO: R$ 2.222,22  BONIFICAÇÃO: R$ 222,22  IPTU: R$ 71,24 -(referente 2023)  SEGURO INCÊNDIO: R$ 32,42  CONDOMÍNIO: R$ 450,00   **O VALOR DO CONDOMÍNIO REFERE-SE A TAXA CONDOMINIAL**  ***O VALOR DO ALUGUEL E ENCARGOS DO PRESENTE IMÓVEL PODERÃO SER ALTERADOS SEM AVISO PRÉVIO ***","Elevador, Garagem Coberta",NOVO MUNDO,Curitiba,2000,450.0,0,71.12,57,3,0,1,0,Sim,Não,Não,Sim,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-prado-velho-curitiba/id/53688264/code/AP0450,2024-02-19,"Avenida Marechal Floriano Peixoto, 3510 - Prado Velho - Curitiba","Av. Marechal Floriano Peixoto, nº3510  apto 206  Area Privativa: 64,77  Area Construída: 64,77   LOCALIDADE: próximo a PUC, em frente ao tubo TRE, fiat Florença e a localiza automóvel, várias outras concessionária, próximo ao Carrefour, etc..   FICHA TÉCNICA: Hall de entrada, sala ampla, 2 dormitórios, 1  banheiro.   *** PROPRIETÁRIO SE DISPONIBILIZA EM POR ARMÁRIOS NA COZINHA E O BOX DO BANHEIRO ***   VALORES  Primeiros 30 dias: aluguel bruto de R$ 2.400,00 + taxas.  Após os primeiros 30 dias para pagamentos em dia: aluguel líquido (com bonificação) de R$2.000,00 + taxas.    CONDOMÍNIO: 150,00    TAXAS  IPTU: R$ 56,77  Seg. Incêndio:  R$15,50  Vistoria de entrada (cobrada apenas no 1° boleto do aluguel): R$260,00.   VAGA DE GARAGEM OPICIONAL: 150,00   TIPO DE FIANÇAS: caução 3x aluguel bruto + taxas; Fiador com dois imóveis quitados em Curitiba ou Região metropolitana e com comprovação de renda mensal de no mínimo 3x aluguel + condomínio e tacas; seguro fiança na Porto Seguros; ou Título de Capitalização no valor de 10x aluguel bruto + condomínio e taxas.  *VALORES E DISPONIBILIDADES SUJEITOS A CONFIRMAÇÃO*",,Prado Velho,Curitiba,2000,150.0,0,,64,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-pilarzinho-curitiba/id/63352535/code/37252.001,2024-02-19,"AV FREDOLIN WOLF, 799 - PILARZINHO - Curitiba","Encante-se com este magnífico apartamento situado em uma localização privilegiada, em uma avenida completamente revitalizada, proporcionando fácil acesso não apenas ao centro de Curitiba, mas também a diversos bairros da região. A proximidade a parques, mercados, linhas de ônibus e variados comércios torna essa residência ainda mais atrativa. O condomínio, caracterizado pela tranquilidade, oferece segurança com portaria 24 horas, além de uma ampla área de lazer para desfrutar momentos de relaxamento e diversão. O apartamento, com seus espaços amplos e iluminados, destaca-se pelo piso laminado de madeira, proporcionando um ambiente acolhedor e aconchegante. A sala, com espaço para dois ambientes, conecta-se a uma sacada com agradável vista. 02 dormitórios arejados, a cozinha, equipada com armários e uma pia em granito, complementa o charme do espaço, e o banheiro é equipado com box em vidro. Além disso, o imóvel inclui 01 vaga de garagem para ainda mais conforto. Venha fazer parte deste cenário de bem-estar e sofisticação. Agende sua visita hoje mesmo!   ** TAXAS A CONFIRMAR **  ","Piscina, Academia, Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta",PILARZINHO,Curitiba,2000,550.0,0,100.63,83,2,0,1,0,Não,Sim,Sim,Sim,Não,Sim
Cilar,Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-portao-curitiba/id/61396188/code/AP0413,2024-02-19,"Rua Engenheiro Niepce da Silva, 290 - Portão - Curitiba","Apartamento para locação em Curitiba, no bairro Portão, no Condomínio Parque Residencial Solimões, localizado próximo ao Cartório do Portão e Supermercado Carrefour.   Contendo 3 dormitório, sendo 1 suíte, sala para 2 ambientes, banheiro social com box em vidro temperado, cozinha com armário, área de serviço e uma vaga de garagem compartilhada   O condomínio com portaria 24 horas, monitoramento de imagens, salões de festas, churrasqueira, piscina adulto e infantil, playground, quadra esportiva, bicicletário, equipamentos de ginástica.   Condições de locação:  - Valor do aluguel R$ 2400,00;  - Valor da bonificação R$ 400,00;  - Valor líquido R$ 2000,00.  OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio, varia de acordo com o custo de administração do condomínio e já está com os valores das taxas extraordinárias descontadas. Sugerimos consultar o valor junto a administradora/síndico antes do fechamento da locação;   2) O seguro incêndio do imóvel será parcelado em doze vezes.  3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.","Piscina, Elevador, Garagem Coberta",Portão,Curitiba,2000,620.0,0,92.53,117,3,1,2,0,Não,Sim,Não,Não,Não,Não
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-ahu-curitiba/id/63881394/code/04254.001,2024-02-19,"R ECA DE QUEIROZ, 1083 - AHU - Curitiba","Pontos de Referências: Terminal Cabral, Museu Oscar Niemeyer, Juizados Especiais de Curitiba e Cartório Distrital da Barreirinha.    Excelente apartamento em ótima localização semimobiliado e com vaga de garagem livre e coberta.    Contendo:    - Sala ampla com estante e armário.  - 03 Quartos sendo um com suíte.  - 02 Banheiros (social e suíte), ambos com armários.  - Cozinha com armários e prateleiras.  - Área de serviço com tanque e armários.  - Quarto e banheiro de empregada.  - Vaga de garagem (livre e descoberta) n° 36. ","Salão de festas, Playground, Elevador, Garagem Coberta",AHU,Curitiba,1990,825.0,0,118.16,139,3,1,1,0,Sim,Não,Não,Não,Não,Sim
Cilar,Apartamento no 8º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-8-andar-com-1-quarto-alto-da-xv-curitiba/id/55018114/code/AP0868,2024-02-19,"Rua Reinaldino Schaffenberg de Quadros, 201 - Alto da XV - Curitiba","Apartamento novo;  Contendo 01 dormitório, sacada com churrasqueira. Sala e cozinha conjugada.  Condomínio Oferece Salão de festas, lavanderia com lavadora e secadora, bicicletário.   Primeiro mês bruto R$2.145,00 taxas.  A partir do segundo mês R$ 1.950,00 + taxas.  Condomínio R$260,00 + consumo  IPTU R$ 42,00, Vistoria de entrada R$ 250,00  Valores poderão sofrer alteração sem aviso prévio.",,Alto da XV,Curitiba,1950,260.0,0,42.0,48,1,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-sao-braz-curitiba/id/64098710/code/01099.002,2024-02-19,"Acelino Grande, 202 - São Braz - Curitiba","Imediações: Av Vereador Toaldo Túlio e R. Trieste   Detalhes: Apartamento térreo no São Braz com área total de 135,64 m sendo 71,30 m privativos e 2 vagas de garagem livre. Composição: 2 quartos (sendo 1 suíte), banheiro social com box de vidro (aquecimento a gás), sala/sala de jantar, cozinha com armários, lavanderia, 2 vagas de garagem coberta n 54 e n 55 localizadas no subsolo. Condomínio com salão de festas, quadra poliesportiva e playground. Localização: Próximo ao Clube Trieste e Frigorifico Gallo.  Somente Seguro Fiança  Marque uma visita!  ______________________   /    IPTU: 10 x R$ 91,72 mais 7 x R$ 27,50 mais 7 x R$ 27,50 (2023)   /    Seguro: 11 x R$ 15,84   /    Condomínio: R$ 560,00 *Sujeito a alteração de acordo com consumo de taxas   /    FCI: 5% do valor líquido do aluguel   /     *Valores de taxas sujeitos a alteração","Salão de festas, Churrasqueira, Playground, Elevador, Garagem Coberta",São Braz,Curitiba,1950,560.0,0,146.72,135,2,1,2,0,Não,Não,Não,Não,Sim,Sim
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-uberaba-curitiba/id/63701444/code/AP0332,2024-02-19,"Rua Capitão Leônidas Marques, 2640 - Uberaba - Curitiba","Excelente Apartamento Garden, dividido em 2 dormitórios, sendo um deles suíte, sala para dois ambientes, cozinha, sacada com churrasqueira, banheiro social e duas vaga de estacionamento exclusiva descoberta.   Localizado na Rua Capitão Leônidas Marques, 2640, ao lado da Avenida Comendador Franco.  Associação do Pessoal da Caixa Econômica Federal - 400m  Supermercado Condor/Mini Preço/Goes - 900m  Escola Willy Janz  500m  Panificadora e Confeitaria  400m  Postos de Combustíveis - 500m  Unidade de Saúde - 600m  Ponto de Ônibus    Condomínio oferece, salão de festa, portaria, quadra esportiva, playground, ginástica ao ar livre, casa de boneca, horta, espaço com pergolado e banco.   VALORES E CONDIÇÕES PARA LOCAÇÃO:  Locação bruta: R$2.294,11  Bonificação: R$344,11 (a partir do segundo mês, pagando em dia)  Locação líquida: R$1.950,00  (A partir do segundo mês em pagamento em dia)    Taxas  IPTU: (10 parcelas de R$55,90 valor de 2023) (2024 Valor irá atualizar, sujeito a alteração)   Seguro Incêndio anual aproximado: R$155,00 (dividido em 4 parcelas de R$ 38,75)   FCI: R$ 82,50  Condomínio: R$ 353,00  Taxa de mudança: R$ 80,00  Vistoria: R$150,00    Valores dos aluguel aproximado, sujeito a alteração:   1°mês R$3.054,26  2° ao 4° mês R$2.560,15  5° mês R$2.598,90","Horta comunitária, Garagem Coberta",Uberaba,Curitiba,1950,353.0,0,55.9,0,2,1,2,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-prado-velho-curitiba/id/53688271/code/AP0457,2024-02-19,"Avenida Marechal Floriano Peixoto, 3510 - Prado Velho - Curitiba","Av. Marechal Floriano Peixoto, nº3510  apto 401  Area Construída: 69,17   LOCALIDADE: próximo a PUC, em frente ao tubo TRE, fiat Florença e a localiza automóvel, várias outras concessionária, próximo ao Carrefour, etc..   FICHA TÉCNICA: sala com cozinha conjugada, três dormitórios, 1 banheiro.   *** PROPRIETÁRIO SE DISPONIBILIZA EM POR ARMÁRIOS NA COZINHA E O BOX DO BANHEIRO ***   VALORES  Primeiros 30 dias: aluguel bruto de R$ 2.340,00 + taxas e condomínio.  Após os primeiros 30 dias para pagamentos em dia: aluguel líquido (com bonificação) de R$1.950,00 + taxas e condomínio.    CONDOMÍNIO: 150,00   TAXAS  IPTU: R$ 60,63  Seg. Incêndio:  R$13,80.  Vistoria de entrada (cobrada apenas no 1° boleto do aluguel): R$260,00.   VAGA DE GARAGEM OPICIONAL: 150,00   TIPO DE FIANÇAS: fiador com um imóvel quitado em Curitiba ou Região metropolitana e com comprovação de renda mensal de no mínimo 3x aluguel + condomínio e tacas; seguro fiança na Porto Seguros; ou Título de Capitalização no valor de 10x aluguel bruto + condomínio e taxas.  *VALORES E DISPONIBILIDADES SUJEITOS A CONFIRMAÇÃO*  Marcadores:",,Prado Velho,Curitiba,1950,150.0,0,,69,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 18º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-18-andar-com-1-quarto-centro-curitiba/id/61464560/code/39370.001,2024-02-19,"R EMILIANO PERNETA, 500 - CENTRO - Curitiba","Você que procura imóvel com localização em ponto estratégico do Bairro Centro, próximo a vários pontos comerciais, Shopping, Mercado, Panificadora, Praças, Pontos de ônibus, oferecemos uma unidade no Condomínio  LE PARC RESIDENCIAL, lhe proporciona tudo e muito mais, com ampla área de lazer, Cinema, Salão de festas, Salão de Jogos, Espaço Gourmet, Spa, Piscina térmica, , Sauna com hidro, fitness com equipamentos modernos e sofisticados, Lavanderia coletiva com máquinas atuais, além da portaria 24h proporcionando maior segurança e tranqüilidade.  Apartamento Compacto, na planta de dois quartos, onde foi reformado e transformado em 1 dormitório, proporcionando uma sala ampla para melhor acomodação de seus móveis. Todo imóvel com armários planejados e espelhos, painel para TV, Cozinha com armários embutidos, fogão, sugar, geladeira.   01 Dormitório com armário embutido, espelhos e cortinas com blackout.  Sacada com churrasqueira, com uma vista panorâmica da Cidade.    Agende sua visita e venha conhecer!    **TAXAS À CONFIRMAR **   ","Piscina, Academia, Salão de festas, Elevador, Portaria 24h",CENTRO,Curitiba,1950,450.0,0,52.44,56,1,0,1,0,Não,Sim,Sim,Sim,Não,Sim
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-fazendinha-curitiba/id/62855735/code/00956.001,2024-02-19,"R VICENTE CELESTINO, 215 - FAZENDINHA - Curitiba","Excelente apartamento - parte superior em ótima localização no Fazendinha, situado entre as avenidas Frederico Lambertucci  e Alcir Martins Bastos, região com vários tipos de comércio em seu entorno, parte superior, sendo composto por 2 salas sendo uma delas bem ampla e com sacada fechada, 3 dormitórios, 1 escritório (que pode ser usado como um 4º dormitório), cozinha espaçosa com armários e mesa, churrasqueira, copa, 2 banheiros sociais com box blindex, jardim de inverno e 1 vaga de garagem coberta e com portão eletrônico. Janelas com grades ou pantográficas.   - Imóvel sem condomínio.  - Água é rateada com o outro morador.  - Parte de cima totalmente independente da edícula e da parte de baixo.   *Valor do aluguel bruto R$ 2.235,00 - bonificação para pagamento em dia, no valor de R$ 335,00 (bonificação válida a partir do 2° mês cheio de locação). Aluguel líquido R$ 1.900,00 + taxas (IPTU + Seguro incêndio + FCI de 6% (seis por cento) sobre o aluguel líquido). *Verificar com o consultor o valor final da locação.*   *Valores sujeitos a alteração sem aviso prévio.   Obs.: Imagens meramente ilustrativas. ",Garagem Coberta,FAZENDINHA,Curitiba,1900,,0,235.99,133,3,0,2,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-sao-francisco-curitiba/id/63660103/code/60004.018,2024-02-19,"Rua Mateus Leme, 600 - São Francisco - Curitiba","Apartamento no São Francisco com 3 quartos de 97,40m² - Edifício Los Angeles   Detalhes: Apartamento com:   Sala ampla para 2 ambientes;  Cozinha;  Área de serviço com banheiro;  3 quartos;  Banheiro social.   Imediações: Apartamento no São Francisco, entre as ruas Barão de Antonina e Senador Xavier da Silva. Ao lado do Shopping Mueller e próximo ao Passeio Público e ao Colégio Estadual do Paraná. Fácil acesso ao transporte coletivo.   *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita! ",Elevador,São Francisco,Curitiba,1900,370.11,0,97.51,97,3,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-3-quartos-cabral-curitiba/id/64016554/code/AP0682,2024-02-19,"Rua dos Funcionários, 1213 - Cabral - Curitiba","Localizado estrategicamente no coração do bairro Cabral, este apartamento oferece uma combinação perfeita de espaço, conforto e conveniência para quem busca uma moradia agradável em uma das áreas mais desejadas da cidade.  A sala proporciona um espaço generoso para receber visitas;  Cozinha com um balcão funcional e uma ampla pia;  A lavanderia foi projetada para oferecer espaço suficiente para as tarefas domésticas, proporcionando comodidade e organização;  Despensa espaço extra para armazenamento, ideal para mantimentos, utensílios domésticos e outros itens essenciais do dia a dia e banheiro na Área de Serviço oferecendo praticidade e conforto para as atividades diárias.  Tres dormitórios amplos e banheiro social.  Com uma vaga de garagem coberta, o apartamento proporciona segurança e praticidade para o estacionamento de veículos.   Valor do aluguel bruto: R$ 2375,00 + taxas;  Bonificação para pagamentos em dia: R$ 475,00  Valor liquido: R$ 1900,00 + taxas   Aproveite essa oportunidade. Agende sua visita!!!",Garagem Coberta,Cabral,Curitiba,1900,415.0,0,92.53,105,3,0,1,0,Não,Não,Não,Não,Não,Não
