site,titulo,link,data_coleta,endereco,atributos,descricao,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Apolar,"Apartamento Residencial para Locação no Hauer em Curitiba, 53 m²",https://www.apolar.com.br/alugar/curitiba/hauer/alugar-residencial-apartamento-curitiba-hauer-87842,2024-02-19,"Rua Oliveira Viana, 1060, Hauer - Curitiba","53 m², 2 quartos","Apartamento com 2 quartos no Bairro Hauer Imóvel com gestão exclusiva Apolar- APTO EM OTIMO LOCALIZACAO, ENSOLARADO, PROXIMO DE COMERCIOS, TRANSP PUBLICOS, E ESCOLAS- SALA P/ 2 AMBIENTES- BWC SOCIAL COM BOX DE VIDRO- COZINHA C/ ARMARIOS PLANEJADOS COOK TOP PIA C/ BALCAO- LAVANDERIA C/ TANQUE- 1 VAGA DESCOBERTA - ROTATIVA CRECI: J-04136",Hauer, Curitiba,1300.0,600.0,26.26,,53.0,2.0,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 67 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-103557,2024-02-19,"Rua Monsenhor Ivo Zanlorenzi, 3847, Campo Comprido - Curitiba","67 m², 1 banheiro, 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento com excelente localização no bairro Campo Comprido, contendo:-sala ampla para dois ambientes piso cerâmico;-sacada-cozinha com pia-área de serviço com tanque-03 dormitórios- banheiro social com box de vidro, espelho-1 vagaVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comum:Portaria, piscina, salão de festas, bicicletário, pracinha, Quadra poliesportiva, Salão de festasProximidades:UPA Campo Comprido, Escola Waldorf Turmalina.Informações adicionais:Área privativa: 56,91 m²Área total: 67,24m²Elevador: nãoEdifício: Flory Ecovilleandar: 3°Garagem: simCRECI: J-04232",Campo Comprido, Curitiba,1300.0,650.0,29.77,,67.0,3.0,,1.0,1.0,Não,Sim,Não,Sim,Não,Sim
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 65 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-550025,2024-02-19,"Rua Cons Laurindo, 781, Centro - Curitiba","65 m², 1 banheiro, 1 vaga, 1 quarto","Apartamento com 1 quarto no Bairro Centro Imóvel com gestão exclusiva ApolarExcelente apartamento com piso laminado, localizado na área centra de Curitiba, contendo;- Sala ampla com estante nova e cortina;- Cozinha com armários, pia com tampo em granito e cortina; - Área de serviço com tanque, conjugada com a cozinha;- Bwc social com espelho, box de vidro e chuveiro;- 1 Dormitório com black out;- Garagem;Condomínio:- Playground;- Hall;- Salão de festas; CRECI: J-04232",Centro, Curitiba,1300.0,560.0,28.6,,65.0,1.0,,1.0,1.0,Não,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Fanny em Curitiba, 55 m²",https://www.apolar.com.br/alugar/curitiba/fanny/alugar-residencial-apartamento-curitiba-fanny-551833,2024-02-19,"Rodovia BR 116, 15480, Fanny - Curitiba","55 m², 2 banheiros, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Fanny Imóvel com gestão exclusiva ApolarExcelente apartamento com piso laminado, localizado no bairro Fanny na região de Curitiba, contendo;- Sala ampla para 2 ambientes com sacada;- Cozinha com armários e bancada em granito;- Área de serviço com tanque, conjugada com a cozinha;- Bwc social com box de vidro, ducha e espelho;- 2 Dormitórios sendo 1 deles suíte com sacada;- Bwc suíte com box de vidro e louças em cerâmica; - 01 vaga de garagem;Área Comum:- Academia;- Piscina;- Churrasqueira;- Salão de festas;- Salão de jogos;Vantagem:- Aquecimento a gás;- Portaria 24 horas;Proximidades: - Bancos;- Escolas;- Padaria;- Farmácias;- Shopping;- Supermercado; CRECI: J-04232",Fanny, Curitiba,1300.0,580.0,26.26,,55.0,2.0,,2.0,1.0,Não,Sim,Sim,Sim,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Uberaba em Curitiba, 75 m²",https://www.apolar.com.br/alugar/curitiba/uberaba/alugar-residencial-apartamento-curitiba-uberaba-100458,2024-02-19,"Rua Capitão Leônidas Marques, 2410, Uberaba - Curitiba","75 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite","Apartamento com 3 quartos no Bairro Uberaba Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Uberaba com:Sala para 2 ambientesCozinha com armários e pia em granitoÁrea de serviço com armárioBanheiro social com box de vidro3 Dormitórios sendo 1 suíteBanheiro suíte com box de vidro1 vaga de garagem Vantagens:Imóvel em perfeito estadoCondomínio seguroÓtima região, fácil acesso tanto para o Centro de Curitiba como para São José dos PinhaisProximidades:Condor TorresInformações Adicionais:Andar: 2Aptos por andar: 4Aquecimento: elétricoÁrea total:75 m²Área privativa:69 m²Elevador: NãoEdifício:Casas Del BosqueEntre Ruas: Augusto Zibarth e Henrique MehlGaragem: Sim CRECI: J-04232",Uberaba, Curitiba,1290.0,230.0,30.94,,75.0,3.0,1.0,2.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 24 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-106088,2024-02-19,"Rua Nilo Cairo, 68, Centro - Curitiba","24 m², 1 banheiro, 1 vaga, 1 quarto","Apartamento com 1 quarto no Bairro Centro Imóvel com gestão exclusiva ApolarCaracterísticas:Localizado na Rua Nilo Cairo, 68, este apartamento que foi totalmente reformado e que contém um dormitório é uma excelente opção para quem busca conforto e praticidade. Situado em um andar alto, o imóvel oferece uma vista livre e com ambientes arejados, ideal para quem aprecia um bom panorama.A sala, projetada para dois ambientes com persiana rolô, oferece mais privacidade e é acompanhada de uma mesa com dois lugares e um sofá, proporcionando um espaço prático para refeições e momentos de lazer. A cozinha, equipada com pia com tampo de granito e armário, oferece o espaço necessário para preparar suas refeições com facilidade.O banheiro social, completo com box de vidro e armário. O dormitório conta com uma persiana blackout rolô. Para completar, o imóvel conta com uma vaga de garagem, garantindo a segurança do seu veículo.Este imóvel é uma excelente escolha para quem busca um lugar para chamar de lar. Entre em contato conosco na Apolar Imóveis para mais informações.Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumPortariaProximidadesSantuário Nossa Senhora de Guadalupe, Auto Posto Nilo CairoInformações adicionais:Área privativa: 21,11m² Área total: 24,20m² Elevador: simEdifício: Charlie Chaplimandar: 12ºGaragem: sim, 1 vaga. CRECI: J-04232",Centro, Curitiba,1290.0,560.0,26.26,,24.0,1.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 40 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-28161,2024-02-19,"Rua Da Paz, 460, Centro - Curitiba","40 m², 1 banheiro, 1 vaga, 1 quarto","Apartamento com 1 quarto no Bairro Centro Imóvel com gestão exclusiva ApolarCARACTERÍSTICAS:Excelente apartamento, com piso laminado, acortinado e com spots em todos os cômodos de frente para rua ensolarado e arejado .-Cozinha Americana contendo: Geladeira, Mesa, Kit com Pia (a geladeira do kit não funciona), Armário suspensos e passa pratos.-Sala com Sofá em L, Estante, Cortina, - Quarto com Cortinas, cama com colchão, Armários Embutidos e Hack para TV- BWC com Box Blindex, Chuveiro, Espelho, Pia Embutida,VANTAGENS:- Localização- Interfone- Condomínio seguro, vigilância por câmerasLocalização:Proximo ao Mercado Municipal.Andar: 4 // 8 apartamentos por andarAquecimento: ElétricoÁrea privativa: 40 m²Elevador: SimEdifício: DallasGaragem: Sim – 1 vaga CRECI: J-00158",Centro, Curitiba,1270.0,380.0,26.26,,40.0,1.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,,https://www.apolar.com.br/alugar/curitiba/cidade-industrial/alugar-residencial-apartamento-curitiba-cidade-industrial-104324,2024-02-19,", ,  -",,, -,,,,,,,,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Tingui em Curitiba, 90 m²",https://www.apolar.com.br/alugar/curitiba/tingui/alugar-residencial-apartamento-curitiba-tingui-104535,2024-02-19,"Rua Miguel Jorge Nasser, 1015, Tingui - Curitiba","90 m², 1 banheiro, 1 vaga, 3 quartos, pet","Apartamento com 3 quartos no Bairro Tingui Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no TinguiApartamento 3 dormitórios, ensolarado em ótima localização.Apartamento, composta por:- 3 dormitórios sendo 1 com armários , piso laminado- WC social com armário, espelho e box blindex- Cozinha com pia, armários, coocktop-Área de serviço com armário e tanque- 1 vaga individualÁREA COMUM-portaria.-sala de jogos-salão de festaProximidades:AV: Mascarenhas Moraes, AV: Monteiro Tourinho, bancos mercados, postos de gasolina , mercadoInformações adicionais:Área privativa: 52,79m²Área total: 90,39 m² Garagem: sim CRECI: J-04232",Tingui, Curitiba,1270.0,445.0,35.63,,90.0,3.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Bom Retiro em Curitiba, 46 m²",https://www.apolar.com.br/alugar/curitiba/bom-retiro/alugar-residencial-apartamento-curitiba-bom-retiro-550523,2024-02-19,"Avenida Desembargador Hugo Simas, 954, Bom Retiro - Curitiba","46 m², 1 banheiro, 1 quarto","Apartamento com 1 quarto no Bairro Bom Retiro Imóvel com gestão exclusiva ApolarExcelente apartamento de 1 dormitório, com sacada. Armários planejados na cozinha e no bwc. Pias em granito, piso porcelanato. Bwc social com armário, box e espelho.Vantagens: Imóvel possui veneziana no quarto, manta acústica no piso, acabamento de primeira linha, água, luz e gás individuais.Rua movimentada, região com toda infraestrutura de transportes, serviços e comércios.Sistema de segurança, elevador, aquecimento.Área comum:Condomínio c/ Espaço p/ Festas .Proximidades:HavanHospital PilarInformações Adicionais:Área total: 46 m²Área privativa: 34 m²Edifício: Melci dal MolinGaragem: a combinar ( LOCAÇÃO SEPARADA 150,00 )Andar:2Imóvel sem portaria. CRECI: J-04232",Bom Retiro, Curitiba,1250.0,570.0,26.26,,46.0,1.0,,1.0,,Não,Não,Não,Sim,Não,Não
Apolar,"Apartamento Residencial para Locação no Novo Mundo em Curitiba, 55 m²",https://www.apolar.com.br/alugar/curitiba/novo-mundo/alugar-residencial-apartamento-curitiba-novo-mundo-550857,2024-02-19,"Rua Frei Gaspar Da Madre De Deus, 926, Novo Mundo - Curitiba","55 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Novo Mundo Imóvel com gestão exclusiva ApolarApartamento face norte, bem ensolarado, 2 andar;- Sala dupla com piso laminado e persianas;- Bwc social com piso em granito, espelho e Box em vidro echuveiro;- Cozinha com pia em granito, conjugada com área de serviço;- 02 Dormitórios;- Prédio oferece:- Portaria 24 horas; CRECI: J-04232",Novo Mundo, Curitiba,1250.0,530.0,26.26,,55.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro Cívico em Curitiba, 63 m²",https://www.apolar.com.br/alugar/curitiba/centro-civico/alugar-residencial-apartamento-curitiba-centro-civico-104815,2024-02-19,"Avenida Cândido De Abreu, 304, Centro Cívico - Curitiba","63 m², 1 banheiro, 1 vaga, 1 quarto, pet","Apartamento com 1 quarto no Bairro Centro Cívico Imóvel com gestão exclusiva ApolarCaracterísticas:Ótimo apartamento no centro cívico.Apartamento contendo uma sala ampla para dois ambientes, contendo um painel para TV.1 Banheiro social com box de vidro.Um dormitório com armários embutidos.Cozinha com armários, conjugada com área de serviço.1 vagaProximidades:Shopping Estação, Passeio Público, Teatro Guaíra.Informações Adicionais:Aquecimento: ElétricoÁrea total: 63,65m²Área privativa: 50,99m²Entre ruas: Barão de Antonina e Heitor Stockler de FrançaGaragem: Sim CRECI: J-04232",Centro Cívico, Curitiba,1250.0,460.0,28.6,,63.0,1.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Santa Cândida em Curitiba, 64 m²",https://www.apolar.com.br/alugar/curitiba/santa-candida/alugar-residencial-apartamento-curitiba-santa-candida-105651,2024-02-19,"Estrada Guilherme Weigert, 2245, Santa Cândida - Curitiba","64 m², 1 banheiro, 1 vaga, 3 quartos, pet","Apartamento com 3 quartos no Bairro Santa Cândida Imóvel com gestão exclusiva ApolarCaracterísticas:Sala de estar para dois ambientes, espaço amplo e aconchegante com piso laminado, perfeito para momentos de lazer e convivência em família, Cozinha planejada com armários e fogão cooktop. Lavanderia: Área dedicada para lavar e secar suas roupas com comodidade, 03 Quartos, Sendo um com armários, 01 Vaga de Garagem.Vantagens:Condomínio tranquilo.Área Comum:Portaria 24 horas, garantindo a segurança e o controle de acesso ao condomínio.Playground, área de lazer para as crianças se divertirem com segurança.Salão de Festas, espaço para celebrar momentos especiais com familiares e amigos.Quadra Esportiva, para praticar esportes e atividades físicas.Quiosque com Churrasqueira, local ideal para churrascos e confraternizações ao ar livre.Proximidades: Supermercado Condor.Informações Adicionais:Andar: 4°Aquecimento: ElétricoÁrea total: 64m²Área privativa: 52m²Elevador: nãoEdifício: Moradias Nascente do BosqueGaragem: sim CRECI: J-04232",Santa Cândida, Curitiba,1250.0,400.0,28.6,,64.0,3.0,,1.0,1.0,Não,Não,Não,Não,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Bairro Alto em Curitiba, 40 m²",https://www.apolar.com.br/alugar/curitiba/bairro-alto/alugar-residencial-apartamento-curitiba-bairro-alto-106231,2024-02-19,"Rua Rio Jaguaribe, 389, Bairro Alto - Curitiba","40 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Bairro Alto Imóvel com gestão exclusiva ApolarApartamento com 2 quartos no Bairro Bairro Alto.Imóvel com gestão exclusiva ApolarMorar no Bairro Alto em um condomínio fechado, pode oferecer uma experiência de vida única, com diversas vantagens e características específicas como, segurança, Infraestrutura e convívio social entre outros. Condomínios fechados são projetados para proporcionar um ambiente tranquilo. Isso pode ser particularmente atraente para aqueles que buscam um refúgio da agitação urbana.Características:Encantador apartamento com excelente iluminação natural, todo reformado, ensolarada em Curitiba.Os destaques deste imóvel são:Sala com piso porcelanato, acabamento em gesso, ambiente agradável;Cozinha revestida com porcelanato, oferecendo praticidade com os cuidados;Dois dormitórios,pios em porcelanato, acabamento em gesso, pintura nova;O banheiro com louca em cerâmica, atendendo às necessidades dos moradores e visitantes;Área de serviço separada da cozinha, com revestimento em porcelanato, garantindo praticidade nas tarefas do dia a dia;Vaga de garagem rotativa, oferecendo segurança e comodidade para estacionar o veículo.Vantagens:Ótima localização. A região é bem servida de mercados, farmácias, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo a apartamento, ensolarado e ventilado.Área comum: Salão de festa; Proximidades:Jockey Plaza Shopping, Max AtacadistaInformações Adicionais:Área total: 40,71m²Área privativa: 40,71m²Elevador: nãoEdifício: Bairro Alto II CRECI: J-04232",Bairro Alto, Curitiba,1250.0,366.28,26.26,,40.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 68 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-106272,2024-02-19,"Rua Luiz Ronaldo Canalli , 3025, Campo Comprido - Curitiba","68 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento bem localizado com vários comércios, supermercados, várias linhas de ônibus, contendo:Sala de estar para dois ambientes.Cozinha com armários.Lavanderia conjugada.Bwc social com box de vidro e espelho.02 quartos.01 vaga de garagem.Vantagens:Apartamento em excelente localização, próximo a mercado, farmácias, ônibus, lotérica. Ótima mobilidade urbana.Área Comum:Portaria 24 horas, playground, salão de festas. Proximidades: Supermercado Condor, Tissi, lombada eletrônica.Informações Adicionais:Andar: 4°Aquecimento: elétricoÁrea total: 68m²Área privativa: 53m²Elevador: nãoEdifício: Res. Espaço VerdeGaragem: sim**OBS: VALOR DE IPTU 2024 AINDA NÃO ESTÁ DISPONÍVEL, SERÁ LANÇADO ASSIM QUE DISPONIBILIZAR** CRECI: J-04232",Campo Comprido, Curitiba,1250.0,390.0,29.77,,68.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Sim
Apolar,,https://www.apolar.com.br/alugar/curitiba/hauer/alugar-residencial-apartamento-curitiba-hauer-102665,2024-02-19,", ,  -",,, -,,,,,,,,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Novo Mundo em Curitiba, 59 m²",https://www.apolar.com.br/alugar/curitiba/novo-mundo/alugar-residencial-apartamento-curitiba-novo-mundo-550197,2024-02-19,"Rua Mário Chalbald Biscaia, 254, Novo Mundo - Curitiba","59 m², 1 banheiro, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Novo Mundo Imóvel com gestão exclusiva ApolarExcelente apartamento com piso em taco, localizado no bairro Novo Mundo na região de Curitiba, contendo;- Sala de estar para 2 ambientes, ampla e arejada com cortinas, sofá, rack e mesa de centro;- Cozinha com armários, cortina e geladeira;- Área de serviço com tanque, e máquina de lavar roupa, conjugada com a cozinha;- Bwc social adaptado com barra de proteção ( idoso), armário, espelho e chuveiro;- 2 Dormitórios com cortina sendo 1 deles com guarda rupa e cama box casal;- 1 vaga de garagem descoberta. Vantagens:- Localização, comércio e serviço da região. Proximidades :- Avenida Republica Argentina;- Condor Novo Mundo;Informações Adicionais:Andar: 1°Área total: 59.96 m²Área privativa: 54.92 m²Elevador: nãoEdifício:Iguape.Garagem: sim.CRECI: J-04232",Novo Mundo, Curitiba,1250.0,650.0,27.43,,59.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Santa Cândida em Curitiba, 40 m²",https://www.apolar.com.br/alugar/curitiba/santa-candida/alugar-residencial-apartamento-curitiba-santa-candida-401208,2024-02-19,"Rua Fábio Fanuchi, 249, Santa Cândida - Curitiba","40 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Santa Cândida Imóvel com gestão exclusiva ApolarApartamento aconchegante contendo;- 2 Quartos- Sala- Cozinha com pia e Lavanderia- Banheiro com bom e espelho.- 1 Vaga de garagemO condominio fica proximo a pontos de interesse de Santa Candida, tais como escola Grão Saber CRECI: J-03627",Santa Cândida, Curitiba,1200.0,,26.26,,40.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 52 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-87814,2024-02-19,"Rua Leonor Cardoso, 129, Campo Comprido - Curitiba","52 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva Apolar- EXCELETE APTO COM OTIMA LOCALIZAÇAO NO BAIRRO CAMPO COMPRIDO- SALA PARA 02 AMBIENTES;- 02 DORMITORIOS;- BANHEIRO SOCIAL COM BOX DE VIDRO;- COZINHA E LAVANDERIA CONJUGADAS COM ARMARIO, PIA E TANQUE- 01 VAGA ROTATIVA CRECI: J-04136",Campo Comprido, Curitiba,1200.0,365.0,26.26,36.5,52.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campina Do Siqueira em Curitiba, 67 m²",https://www.apolar.com.br/alugar/curitiba/campina-do-siqueira/alugar-residencial-apartamento-curitiba-campina-do-siqueira-102855,2024-02-19,"Rua Padre Giacomo Cusmano, 213, Campina Do Siqueira - Curitiba","67 m², 1 banheiro, 2 quartos, pet","Apartamento com 2 quartos no Bairro Campina Do Siqueira Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento mobiliado de dois dormitórios com excelente localização no bairro Campina do Siqueira, contendo:- Sala para dois ambientes com cortina, varanda com vista livre, puff, mesa de apoio, sofá, rack, mesa de jantar com 04 cadeiras e poltronas- Cozinha completa com utensílios, geladeira, fogão, microondas, pia com tampo de inox, armário avulso, banquetas e armários planejados- Banheiro com espelho, armário, prateleiras suspensas e box de vidro- Dois dormitórios com cama de casal, guarda-roupa, cortina blackoute um dos dormitórios com tv- Lavanderia conjugada com a cozinha com tanque, máquina de lavar, e secadora suspensaVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumSalão de Festas,Bicicletário, Espaço KidsMinimercado.ProximidadesTerminal Campina do Siqueira, Hiper Condor Champagnat Informações adicionais:Área privativa: 67,80 m² Área total: 67,80 m² Elevador: simEdifício: Do Parque andar: 3°Garagem: não CRECI: J-04232",Campina Do Siqueira, Curitiba,1200.0,790.0,29.77,,67.0,2.0,,1.0,,Sim,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Uberaba em Curitiba, 77 m²",https://www.apolar.com.br/alugar/curitiba/uberaba/alugar-residencial-apartamento-curitiba-uberaba-106061,2024-02-19,"Rua Maurício Thá, 140, Uberaba - Curitiba","77 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Uberaba Imóvel com gestão exclusiva Apolarcaracterísticas:Este apartamento recém reformado está localizado na Rua Maurício Thá, 140, um endereço privilegiado. Com uma sala ampla em conceito aberto, este imóvel oferece um ambiente moderno e acolhedor para você e sua família.A cozinha, integrada à sala, conta com pia e armários suspensos, proporcionando um espaço funcional e otimizado. Os dois dormitórios são aconchegantes e perfeitos para um descanso tranquilo após um longo dia.O banheiro, equipado com box de vidro, é moderno e prático. Este apartamento é a escolha perfeita para quem busca conforto e praticidade em um só lugar.Não perca esta oportunidade! Agende uma visita e venha conhecer seu novo lar!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumplayground, área gourmet com churrasqueiraProximidadesAssociação da Caixa, Supermercados DanteInformações adicionais:Área privativa: 46,44m² Área total: 77,64m² Elevador: nãoEdifício: Uberaba Iandar: 1ºGaragem: sim, rotativa e descobertaCRECI: J-04232",Uberaba, Curitiba,1200.0,311.65,32.11,,77.0,2.0,,1.0,1.0,Não,Não,Não,Não,Sim,Não
Apolar,"Apartamento Residencial para Locação no Tatuquara em Curitiba, 44 m²",https://www.apolar.com.br/alugar/curitiba/tatuquara/alugar-residencial-apartamento-curitiba-tatuquara-106264,2024-02-19,"Rua Valdomiro Rodrigues, 360, Tatuquara - Curitiba","44 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Tatuquara Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Tatuquara com:Sala de estarCozinha Área de serviçoBanheiro social com box de vidro2 Dormitórios 1 Vaga de garagemVantagens:Ambiente arejado e ensolaradoSegurança, em condomínio fechadoValores acessíveisÁrea Comum:Portaria 24 horasSalão de festasPlaygroundQuadra poliesportivaProximidades:Linha VerdeInformações Adicionais:Andar:térreoAptos por andar: 2Aquecimento: ElétricoÁrea total: 44m²Área privativa: 40m²Elevador: NãoEdifício:Villagio Campo Bello IIEntre Ruas: Nicola Pelanda e Bôrtolo PelandaGaragem: Sim CRECI: J-04232",Tatuquara, Curitiba,1200.0,,26.26,,44.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Santa Cândida em Curitiba, 50 m²",https://www.apolar.com.br/alugar/curitiba/santa-candida/alugar-residencial-apartamento-curitiba-santa-candida-106266,2024-02-19,"Rua Walace Landal, 40, Santa Cândida - Curitiba","50 m², 1 banheiro, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Santa Cândida Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento de dois dormitórios localizado no bairro Santa Cândida, contendo:- sala para dois ambientes - cozinha com armários, pia com gabinete- dois dormitórios - banheiro com box de vidro - lavanderia conjugada com a cozinha com tanqueVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumportaria 24 horas, quadra esportiva, salão de festas, playground e espaço gourmet ProximidadesParque Floresta, Supermercado Vizinhança Informações adicionais:Área privativa: 45,56m² Área total: 50,18m² Elevador: não Edifício: Residencial Floresta Santa Cândida andar: 3ºGaragem: sim CRECI: J-04232",Santa Cândida, Curitiba,1200.0,350.0,26.26,,50.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Pinheirinho em Curitiba, 48 m²",https://www.apolar.com.br/alugar/curitiba/pinheirinho/alugar-residencial-apartamento-curitiba-pinheirinho-26099,2024-02-19,"Rodovia 116, 17906, Pinheirinho - Curitiba","48 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Pinheirinho Imóvel com gestão exclusiva ApolarApartamento bem localizado, contendo: - Sala de estar para 2 ambientes; - Cozinha com pia - 2 dormitórios sendo um suíte; - Bwc social com espelho e box blindex - Garagem descoberta e individual. Condomínio oferece: Portaria 24 horas, área de lazer, churrasqueira e salão de festas. CRECI: J-00158",Pinheirinho, Curitiba,1200.0,400.0,26.26,,48.0,2.0,,,1.0,Não,Não,Não,Não,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Xaxim em Curitiba, 46 m²",https://www.apolar.com.br/alugar/curitiba/xaxim/alugar-residencial-apartamento-curitiba-xaxim-87847,2024-02-19,"Rodovia BR 116, 17906, Xaxim - Curitiba","46 m², 1 banheiro, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Xaxim Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO COM ÓTIMA LOCALIZAÇÃO, CONTENDO:SANCA EM GESSO, LUMINÁRIAS- SALA PARA 02 AMBIENTES - 02 DORMITÓRIOS- BANHEIRO SOCIAL COM BOX DE VIDRO- COZINHA E LAVANDERIA CONJUGADAS, CONTENDO TANQUE E CENTRAL DE GÁS- 01 VAGA DESCOBERTA, NÚMERO 174- INTERFONE- PORTARIA- ELEVADOR - PLAY GROUND- SALÃO DE FESTAS - CENTRAL GÁS CRECI: J-04136",Xaxim, Curitiba,1200.0,400.0,26.26,,46.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Pilarzinho em Curitiba, 80 m²",https://www.apolar.com.br/alugar/curitiba/pilarzinho/alugar-residencial-apartamento-curitiba-pilarzinho-550860,2024-02-19,"Avenida Fredolin Wolf, 641, Pilarzinho - Curitiba","80 m², 1 banheiro, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Pilarzinho Imóvel com gestão exclusiva ApolarCaracterísticas:SalaCozinha com armáriosÁrea de Serviço com tanque.Dormitório I e II.Bwc Social com box de vidro, armário e espelho.Portaria. CRECI: J-04232",Pilarzinho, Curitiba,1200.0,480.0,32.11,,80.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
