titulo,link,endereco,detalhes,aluguel,condominio,iptu,catacteristicas_imovel,detalhes_condominio,mais_detalhes_imovel
Apartamento no 10º andar,https://cilar.com.br/alugar/apartamento-no-10-andar-bigorrilho-curitiba/id/62520097/code/31250001,"Padre Anchieta, 2320 - Bigorrilho - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '50,31m2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '10']","AluguelR$ 2.580,00","Condominio  R$ 720,00",,"Imediações: Parque Barigui   Detalhes: Edifício em ótima localização, próximo ao Parque Barigui o imóvel totalmente mobiliado e decorado, cozinha completa com armários, geladeira, cooktop, microondas, área de serviço integrada com armários e máquina de lavar, sala com ar condicionado, sofá retrátil, armário, passa-prato com banquetas, mesa com 2 cadeiras, dormitório com armários, cama de casal, cortinas, ar condicionado. Garagem rotativa e fechadura digital. Mobiliado e decorado por arquiteta.   Para mais informações e agendar uma visita, entre em contato conosco!  TCI/FCI: 5% - Seguro incêndio: consultar.  *Informações e valores descritos sujeitos a alteração*",Garagem Coberta,"Andar: 10, Ano de construção: 2002, Aptos por andar: 4, Aquecimento: sim, Área privativa: 38.98, Área total: 50.31, BWC Social: 1, Condomínio: Val D Isere, Conservação: Otimo, Mobiliado: 1, Quitado: sim, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 720.00"
Apartamento no 5º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-5-andar-com-2-quartos-alto-da-xv-curitiba/id/59937943/code/AP0336,"Rua Fernando Amaro, 95 - Alto da XV - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '146,00m2', 'Quartos', '2', 'Banheiros', '4', 'Suítes', '1', 'Andar', '5']","AluguelR$ 2.550,00","Condominio  R$ 700,00","IPTU  R$ 105,27","Ótimo Apartamento / Cobertura Duplex de 02 quartos e 01 vaga de garagem coberta para locação no Alto da XV.   Condomínio Residencial Santa Maria Del Fiori.   Em localização nobre, no bairro Alto da XV, a apenas 250m da Academia Boxe Training, a 290m da Praça do Expedicionário, a 300m do Costelão Alto da XV, a 500m do Hospital Oswaldo Cruz, a 550m da UFPR Centro, do Hemepar e do Colégio de Educação Infantil Peixinho Dourado, a 750m da Escola Cosmos, a 850m do Supermercado Casa Fiesta e a 950m do Hospital de Clínicas.   Ótimo apartamento/cobertura duplex (5º e último andar), com aproximadamente 146,20 m² de área útil sendo dividido em:  - Ampla sala para dois ambientes;  - Cozinha com armário e pia;  - Área de serviço com tanque e BWC;  - BWC social;  - Dois dormitórios, sendo uma suíte;  - Amplo espaço no pavimento superior com BWC e varanda,  Com uma vaga de garagem coberta.   *Todos os valores estão sujeitos a alteração sem prévio aviso.   Aluguel Bruto: R$ 3.060,00  Bonificação para pagamento em dia até dia 05: R$ 510,00  Aluguel Líquido: R$ 2.550,00 mais taxas de:   Condomínio Aproximadamente: R$ 700,00 mensal   IPTU: R$ 105,27 mensal  FCI: R$ 127,50 mensal  Seguro incêndio: R$ 30,55 / mensal (Incluso assistência residencial Porto Seguros).",Garagem Coberta,"Andar: 5, Ano de construção: 1987, Área de serviço: 1, Área privativa: 146, Área total: 146, BWC Social: 4, Condomínio: Ed. Santa Maria Del Fiori, Cozinha com armários: 1, Cozinhas: 1, Dep. Empregada: 1, Face do imóvel: Nenhum, IPTU: 105.27, Interfone: sim, Núm de pavimentos: 5, Portão eletrônico: sim, Quartos: 2, Salas: 1, Suítes: 1, Tipo de piso: Cerâmica, Laminado, Carpete, Vagas de garagem: 1, Valor condomínio: 700"
Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-agua-verde-curitiba/id/63933989/code/37422.001,"R PROFESSOR ALVARO JORGE, 62 - AGUA VERDE - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '83,48m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '1']","AluguelR$ 2.500,00","Condominio  R$ 750,00","IPTU  R$ 127,55"," * Imóvel em localização  Nobre de Curitiba, onde proporciona uma grande diversidade de comércios,  lojas, bancos, shopping, mercados tudo para sua maior praticidade.  * Sala ampla para dois ambientes.  * Piso laminado, facilitando a limpeza.   * Dormitórios, sendo uma suite com box em vidro temperado, armários  planejados, proporcionando maior comodidade .  * Cozinha com armários, pia em granito.  * Bwc social com box de vidro temperado maior facilidade na limpeza e conservação.  * Àrea de serviço com tanque embutido.  * Prédio possui salão de festas, salão de jogos, fitness, brinquedoteka, quadra poliesportiva , churrasqueira,  além da portaria 24hrs para sua maior segurança e tranquilidade.  *Garagem no lado comercial do prédio    *** TAXAS A CONFIRMAR ***  ","Academia, Salão de festas, Playground, Elevador, Garagem Coberta","Andar: 1, Aptos por andar: 4, Área privativa: 63.98, Área total: 83.48, BWC Social: 1, BWC Social: 1, Central de gás: sim, Central de gás: sim, Cozinhas: 1, Edifício: FELICE DUE CONDOMINIO CLUB RESIDENCIAL, Elevadores: 1, Entre as ruas: REPUBLICA ARGENTINA e GUARARAPES, Fitness: 1, IPTU: 127.55, Outros valores: 33,50, Playground: 1, Quartos: 3, Quartos: 3, Revestimento externo: Tijolo à Vista, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Suítes: 1, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 750.00"
Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-batel-curitiba/id/58484265/code/39858.001,"R ALFERES ANGELO SAMPAIO, 1715 - BATEL - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '101,20m2', 'Quartos', '3', 'Banheiros', '1', 'Andar', '1']","AluguelR$ 2.500,00","Condominio  R$ 385,00","IPTU  R$ 70,83","Que tal essa ótima oportunidade? Imóvel no bairro Batel, bairro nobre de Curitiba, próximo a Shopping, farmácias, supermercados, maravilhosos restaurantes, cursinhos, faculdades, enfim tudo para facilidades no dia a dia. Então este é o anúncio certo pra você! Apartamento harmonioso, em ótimo estado de conservação, piso em tacos, 01 dormitório com armários, cozinha toda planejada bem completa de armários, banheiro social com box em vidro, imóvel não possui garagem mais tem opção ao lado de estacionamento particular. Não deixe de conhecer! Agende sua visita.   ** TAXAS A CONFIRMAR ** ",,"Andar: 1, Aptos por andar: 2, Área privativa: 90.00, Área total: 101.20, BWC Social: 1, BWC Social: 1, Central de gás: sim, Cozinhas: 1, Edifício: ANGELO SAMPAIO, Entre as ruas: RUA GUTEMBERG e ALAMEDA DOM PEDRO II, IPTU: 70.83, Outros valores: 33,76, Quartos: 3, Quartos: 3, Revestimento externo: Pintura, Salas: 1, Valor condomínio: 385.00"
Apartamento no 13º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-13-andar-com-1-quarto-vila-izabel-curitiba/id/60275754/code/38004.001,"R PROFESSOR DARIO VELLOSO, 36 - VILA IZABEL - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '71,86m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '13']","AluguelR$ 2.500,00","Condominio  R$ 500,00","IPTU  R$ 58,64","Excelente oportunidade de morar em um apartamento completo e confortável, em uma região repleta de conveniências para o seu dia a dia. Localizado próximo ao Shopping Água Verde, supermercados e diversos serviços que atendem todas as suas necessidades. O condomínio conta com portaria 24 horas, salão de jogos e festas, quadra poliesportiva, sauna, academia, piscina e playground, pista de dança, lavanderia coletiva e sala de cinema, proporcionando lazer e diversão para toda a família. O imóvel possui piso laminado, sendo claro e aconchegante. A sala conta com sofá e TV, tornando o ambiente perfeito para relaxar e receber visitas. O dormitório possui cama box casal e armário, o banheiro possui box em vidro e tem o piso revestido em cerãmica, trazendo modernidade e elegância. A cozinha é conjugada com a sala e conta com móveis planejados, geladeira e microondas, facilitando as atividades diárias. Além disso, o apartamento ainda dispõe de 01 vaga de garagem.Não perca essa oportunidade única de viver em um apartamento completo e em uma região privilegiada de Curitiba. Agende agora mesmo a sua visita e comece a desfrutar de todo o conforto e praticidade que esse imóvel pode oferecer!    ** TAXAS A CONFIRMAR **   https:--www.youtube.com-watch?v=fccrBFHMtBo    ","Piscina, Academia, Salão de festas, Playground, Elevador, Portaria 24h, Garagem Coberta","Andar: 13, Aptos por andar: 6, Área privativa: 33.08, Área total: 71.86, BWC Social: 1, BWC Social: 1, Central de gás: sim, Central de gás: sim, Cozinhas: 1, Edifício: IGLOO CURITIBA, Elevadores: 1, Entre as ruas: ESQUINA COM REPUBLICA ARGENTINA, Fitness: 1, IPTU: 58.64, Mobiliado: 1, Outros valores: 17,50, Piscina: 1, Playground: 1, Portaria 24h: 1, Quartos: 1, Quartos: 1, Revestimento externo: Pintura, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Vagas de garagem: 1, Valor condomínio: 500.00"
Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-bigorrilho-curitiba/id/64113972/code/AP0072,"Rua Padre Anchieta, 2540 - Bigorrilho - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '89,00m2', 'Quartos', '1', 'Banheiros', '1']","AluguelR$ 2.500,00","Condominio  R$ 500,28","IPTU  R$ 62,89","Apartamento mobiliado no Bigorrilho.   Lindo, andar alto, excepcional vista. Condomínio Club Champagnat Office e Residence.   45,25 m² úteis, sala ampla, sacada com churrasqueira, quarto com armário, espelho e painel de TV, boudoir, banheiro social, cozinha e área de serviços.  01 vaga de garagem.   Prédio moderno, com 04 elevadores (sendo 01 de contingência), salões de festas, espaço gourmet, raia aquecida, quadra, brinquedoteca, lavanderia, entre outros.   Aluguel bruto: R$2.777,78   Pacote de locação (valido à partir do segundo mês de vigência)  Aluguel líquido: R$2.500,00 (valor bruto R$2.777,78 - primeiro mês)  Condomínio: R$500,28  IPTU: R$62,89  FCI: R$138,89  Seguro incêndio: R$35,00  Pacote de locação: R$3.237,06","Elevador, Garagem Coberta","Área de serviço: 1, Área privativa: 45, Área total: 89, BWC Social: 1, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Champagnat 2540, Cozinha com armários: 1, Cozinhas: 1, Elevadores: 4, Face do imóvel: Nenhum, IPTU: 62.89, Quartos: 1, Sacadas: 1, Salas: 1, Tipo de piso: Cerâmica, Laminado, Vagas de garagem: 1, Valor condomínio: 500.28"
Apartamento no 5º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-5-andar-com-2-quartos-ecoville-curitiba/id/63575350/code/04700.008,"R WALENTY GOLAS, 370 - ECOVILLE - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '107,38m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '5']","AluguelR$ 2.500,00","Condominio  R$ 814,00","IPTU  R$ 92,55","ÁREA INFORMADA, REFERE-SE A ÁREA TOTAL.    Ótimo Apartamento piso laminado, pintura nova, 02 dormitórios com armarios planejados sendo 01 suíte, sala 02 ambientes, cozinha com armarios planejados sendo pia tampa em granito, área de serviço individualizada contendo tanque em louça, sacada fechada com churrasqueira elétrica, banheiros social e suíte com box em vidro e 01 vaga de garagem coberta. O condominio oferece, salão de festas, churrasqueira, cancha poliesportiva, play ground, brinquedoteca e espaço fitness. Agende sua visita.    Condomínio mês 01-2024 - R$ 621.73 - sanepar R$ 75,82 -  coleta de lixo R$ 20,51 - copel R$ 11,41 - fundo de reserva R$ 62,18- provisão 13º salário - Férias  R$  19,47 - tarifa bancária R$ 2,80. Obs.: O valor do condomínio informado está sujeito a alteração sem prévio aviso; varia de acordo com o custo de administração. Orientamos que antes do início da locação deste imóvel seja verificado junto ao síndico o valor da taxa.","Salão de festas, Playground, Elevador, Garagem Coberta","Andar: 5, Aptos por andar: 4, Área privativa: 107.38, Área total: 107.38, BWC Social: 1, BWC Social: 1, Central de gás: sim, Central de gás: sim, Churrasqueiras: 1, Conservação: Ótimo, Cozinhas: 1, Edifício: RES PARQUE DOS SABIÁS, Elevadores: 1, Entre as ruas: Rua José Izidoro Biazetto e Rua Prof. Pedro Viriato Parigot de Souza, Face do imóvel: Sul, IPTU: 92.55, Interfone: sim, Pavimentação: Asfalto, Playground: 1, Posição do imóvel: Frente, Quartos: 2, Quartos: 2, Sacadas: 1, Salão de festas: 1, Salas: 1, Suítes: 1, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 814.00"
Apartamento no 5º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-5-andar-com-2-quartos-vila-izabel-curitiba/id/64071244/code/02097.004,"Rua Pedro Collere, , 659 - Vila Izabel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '121,67m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '5']","AluguelR$ 2.500,00","Condominio  R$ 711,80","IPTU  R$ 109,92","Morar bem é morar aqui. Um apartamento perfeito, bem arejado e ensolarado com persianas e piso porcelanato e ótima localização na Vila Izabel.   Sala para dois ambientes com sacada fechada com churrasqueira, 02 dormitórios sendo um suite com armários, Cozinha com armário, Área de serviço.  01 VAGA DE GARAGEM DUPLA Nº 04.   Prédio possui salão de festas, Fitness, playground, com alarme maior segurança e tranquilidade .   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída quando da desocupação do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais) para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.   Cond. Venc.: 05/02/24: Taxa de condomínio R$ 553,35 + Gás consumo R$ 76,09 + Fundo de obras R$55,33+ Fundo de pessoal R$ 27,03 = Total R$ 711,80   *** Taxas valores aproximados. ***","Academia, Salão de festas, Playground, Elevador, Segurança monitorada, Garagem Coberta","Andar: 05, Aptos por andar: 4, Área de serviço: 1, Área privativa: 67.30, Área total: 121.67, BWC Social: 1, Bonificação: 625,00, Chaveiro: 076, Churrasqueiras: 1, Condomínio: MITHOS, Conservação: ÓTIMA, Cozinhas: 1, Edifício: MITHOS, Elevadores: 2, Esquadrias: ALUMÍNIO, FCI: 150,00, Fitness: 1, IPTU: 109.92, Índice reajuste: IPC, Núm de pavimentos: 7, Playground: 1, Posição do imóvel: Fundos, Prazo de contrato: 30 MESES, Quartos: 2, Reajuste: ANUAL, Revestimento externo: PASTILHA, Sacadas: 1, Salão de festas: 1, Salas: 1, Sistema de segurança: 1, Suítes: 1, Tipo de piso: PORCELANATO, Vagas de garagem: 2, Valor bruto: 3.125,00, Valor condomínio: 711.80"
Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-capao-da-imbuia-curitiba/id/52721998/code/AP0519,"Rua Benedito Guil, 294 - Capão da Imbuia - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '110,00m2', 'Quartos', '3', 'Banheiros', '2', 'Suítes', '1', 'Andar', '1']","AluguelR$ 2.500,00","Condominio  R$ 250,00","IPTU  R$ 106,93","AGENDE JÁ SUA VISITA!   More no Veneza Condomínio Residencial.   O apartamento possui 110m2 de área total, sendo composto por sala para 2 ambientes, sacada, cozinha com armários, área de serviço, 3 dormitórios (sendo 1 suíte ), 1 bwc social e 2 vagas de garagem fixa coberta para dois carros.    Condomínio oferece salão de festas e espaço gourmet com churrasqueira.  .  *** Valor do aluguel bruto: R$ 3.125,00 - bonificação para pagamento em dia, no valor de R$ 625,00 (bonificação válida a partir do 2° mês cheio de locação). Aluguel líquido R$ 2.500,00 + taxas (Condomínio, IPTU e seguro incêndio).   --> Condomínio: R$ 250,00 mensal aproximado + taxas  --> IPTU: R$ 106,91  mensal aproximado.  --> Seguro incêndio: R$ 18,00 mensal aproximado.   *** VALORES E DISPONIBILIDADE SUJEITOS A CONFIRMAÇÃO ***    === Obs.: Prezado cliente, o valor do condomínio informado está sujeito a alteração sem prévio aviso e varia de acordo com o custo de administração do condomínio. Orientamos que antes do início da locação deste imóvel seja verificado junto ao síndico, o valor atual da taxa de condomínio. ===",Garagem Coberta,"Andar: 1, Ano de construção: 1954, Área de serviço: 1, Área privativa: 88, Área total: 110, BWC Social: 2, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Veneza Condominio Residencial, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Nenhum, IPTU: 106.93, Interfone: sim, Núm de pavimentos: 2, Portão eletrônico: sim, Quartos: 3, Salas: 2, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 250"
Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-agua-verde-curitiba/id/61349212/code/00028.019,"Rua Monsenhor Manoel Vicente, 842 - Água Verde - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '129,51m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '2', 'Andar', '4']","AluguelR$ 2.500,00","Condominio  R$ 785,00","IPTU  R$ 130,09","Apartamento no Água Verde com 3 quartos de 129,51m² - Edifício Lujan   Detalhes: Apartamento com:  Sala para 2 ambientes;  Cozinha com armários planejados;  Área de serviço;   São 3 quartos, sendo 2 suítes.   Banheiro social.    Possui 1 vaga de garagem livre e coberta (nº 401)   Imediações: Apartamento bem localizado no bairro Água Verde, entre as ruas Mato Grosso e Rio Grande do Sul. Próximo ao Shopping Água Verde.   *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita!",Garagem Coberta,"Andar: 04, Área de serviço: 1, Área privativa: 90.70, Área total: 129.51, BWC Social: 1, Bonificação: 277,77, Condomínio fechado: sim, Cozinhas: 1, Edifício: Edifício Lujan, Entre as ruas: Rua Mato Grosso e Rua Rio Grande do Sul, FCI: 125,00, Face do imóvel: Leste, IPTU: 130.09, Índice reajuste: IGPM, Prazo de contrato: 30 meses, Quartos: 3, Reajuste: Anual, Sala estar íntima: 1, Suítes: 2, Vagas de garagem: 1, Valor bruto: 2.777,77, Valor condomínio: 785.00"
Apartamento no 3º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-3-andar-com-3-quartos-alto-da-gloria-curitiba/id/59583598/code/03034.001,"Rua Marechal Hermes, 420 - Alto da Glória - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '150,13m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '3']","AluguelR$ 2.500,00","Condominio  R$ 1.299,82","IPTU  R$ 153,95","Apartamento no Alto da Glória com 3 quarto de 150,13m² - Edifício Dimona   Detalhes: Apartamento com:  Sala de estar com sofás e cristaleira;  Sala de jantar com mesa de jantar e buffet;  Cozinha com armários, fogão, geladeira e micro-ondas;  Área de serviço com entrada independente contendo máquina de lavar, tanque e varal;  Dependência de serviço com armários e banheiro;  Circulação com armários;  Banheiro social bom box;  3 quartos com camas e armários sendo uma suíte;   Janelas teladas com venezianas.    Possui 1 vaga de garagem coberta e livre.   Condomínio conta com salão de festas, porteiro noturno e jardim.   Imediações: Apartamento no Alto da Glória, localizado entre as ruas Augusto Severo e Mauá. Próximo ao Tribunal de Justiça do Estado do Paraná.   *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita!","Salão de festas, Jardim, Elevador, Garagem Coberta","Andar: 03, Aptos por andar: 4, Área de serviço: 1, Área privativa: 113.29, Área total: 150.13, BWC Social: 1, BWC empregada: 1, Bonificação: 277,77, Cozinha com armários: 1, Cozinhas: 1, Dep. Empregada: 1, Dorms. com armários: sim, Edifício: Dimona, Elevadores: 1, Entre as ruas: Augusto Severo e Mauá, Esquadrias: Alumínio, FCI: 125,00, Face do imóvel: Norte, IPTU: 153.95, Índice reajuste: IGPM, Jardim: 1, Mobiliado: 1, Núm de pavimentos: 5, Posição do imóvel: Fundos, Prazo de contrato: 30 Meses, Quartos: 3, Reajuste: Anual, Revestimento externo: Pintura, Sala de jantar: 1, Salão de festas: 1, Salas: 1, Suítes: 1, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 2.777,77, Valor condomínio: 1299.82"
Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-portao-curitiba/id/63394166/code/AP0633,"Rua Augusto de Mari, 3692 - Portão - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '129,00m2', 'Quartos', '3', 'Banheiros', '2', 'Suítes', '1', 'Andar', '4']","AluguelR$ 2.500,00","Condominio  R$ 550,14","IPTU  R$ 135,78","Apartamento tipo cobertura duplex para locação ou venda em Curitiba, no bairro Portão, Ed. Res. Spazio Cennário, localizado próximo do Shopping Palladium, Terminal do Portão e do Super Muffato.   Este condomínio está localizado em uma rua bem tranquila e de fácil acesso ao centro da cidade.   A cobertura duplex está localizada no 4º andar do prédio, de frente para a rua, uma vaga de garagem individual e coberta.   No 1º pavimento conta com 3 dormitórios, sendo 1 suíte, com armários embutidos e bi-cama, banheiros da suíte e social com box em vidro temperado, plano de pia em  granito com armário e espelho, sala de jantar com mesa de vidro e 4 cadeiras, cozinha americana com armário embutido, fogão de 4 bocas, geladeira e micro-ondas, área de serviço com armário embutido, máquina de lavar roupa lava e seca e aquecedor de passagem à gás.   No 2º pavimento conta com uma ampla sala de estar com sofá de 3 lugares, e terraço coberto com churrasqueira com pia, mesa com cadeiras.   O condomínio conta playground, salão de festas com churrasqueira e não tem elevador.   No caso de venda, os proprietários estudam permuta por apartamento no litoral.   Condições de locação:  - Valor do aluguel R$ 3000,00;  - Valor da bonificação R$ 500,00;  - Valor líquido R$ 2500,00.  OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio, varia de acordo com o custo de administração do condomínio e as taxas extraordinárias já estão descontadas do valor anunciado. Sugerimos consultar o valor junto a administradora/síndico antes do fechamento da locação;  2) O seguro incêndio do imóvel será parcelado em doze vezes.  3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.",Garagem Coberta,"Andar: 4, Ano de construção: 2009, Área de serviço: 1, Área privativa: 97, Área total: 129, BWC Social: 2, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Spazio Cennário, Cozinha com armários: 1, Cozinhas: 1, Depósito: sim, Face do imóvel: Leste, IPTU: 135.78, Interfone: sim, Núm de pavimentos: 4, Portão eletrônico: sim, Quartos: 3, Salas: 1, Suítes: 1, Tipo de piso: Cerâmica, Vagas de garagem: 1, Valor condomínio: 550.14"
Apartamento no 24º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-24-andar-com-2-quartos-agua-verde-curitiba/id/64037242/code/02678.002,"Travessa Rafael Francisco Greca, 173 - Água Verde - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '131,38m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '24']","AluguelR$ 2.500,00","Condominio  R$ 709,19","IPTU  R$ 131,65","Excelente apartamento, ótima localização, contendo:  - 02 dormitórios, sendo uma suíte  - cozinha com armários planejados  - banheiros com armários e box de vidro  - sala para 02 ambientes, sacada com churrasqueira  - área de serviço  - luminárias  - piso laminado  - 01 vaga de garagem livre    Imóvel próximo de supermercados, bancos, restaurantes, loja, prestadores de serviços, pontos de ônibus  Em região segura e de fácil e rápido acesso ao centro  Ótima área de lazer, espaço family e grill, piscina adulto coberta e descoberta, playground aventura, quadra esportiva, boulevard, salão de festas, espaço gourmet, brinquedoteca, salão de jogos, sauna com ducha e sala de repouso, sala de yoga, fitness center, jardins com tratamento paisagístico, portaria 24 horas.    LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída quando da desocupação do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais) para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.   *** TAXAS COM VALORES APROXIMADOS ***  CONDOMÍNIO:  05/02/24  CONDOMÍNIO ANTECIPADO  Taxa Cond: R$ 425,28+Água R$ 147,53 + Fundo 13º /Ferias R$ 16,96 + Fundo de Reserva R$ 42,53 + Gás R$ 76,89  ","Academia, Salão de festas, Churrasqueira, Playground, Elevador, Espaço gourmet, Portaria 24h, Garagem Coberta","Andar: 24, Aptos por andar: 4, Área de serviço: 1, Área privativa: 73.17, Área total: 131.38, BWC Social: 1, Bonificação: 625,00, Central de gás: sim, Chaveiro: REPAROS, Churrasqueira coletiva: 1, Churrasqueira priv: sim, Churrasqueiras: 1, Conservação: Excelente, Cozinha com armários: 1, Cozinhas: 1, Edifício: Magno, Elevadores: 2, Entre as ruas: Avenida República Argentina e Rua Guilherme Pugsley, Espaço Gourmet: 1, Esquadrias: Aluminio, FCI: 150,00, Face do imóvel: Leste, Fitness: 1, IPTU: 131.65, Índice reajuste: IPC, Interfone: sim, Playground: 1, Portão eletrônico: sim, Portaria 24h: 1, Prazo de contrato: 30 meses, Quartos: 2, Reajuste: Anual, Revestimento externo: Pintura, Sacadas: 1, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Suítes: 1, Tipo de garagem: Livre, Tipo de piso: Laminado, Vagas de garagem: 1, Valor bruto: 3.125,00, Valor condomínio: 709.19"
Apartamento no 2º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-2-quartos-portao-curitiba/id/62673533/code/AP0698,"Rua Arion Niepce da Silva, 298 - Portão - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '66,00m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 2.500,00","Condominio  R$ 405,00","IPTU  R$ 69,43","Apartamento mobiliado para locação em Curitiba, no bairro Portão, Ed. Vernazza, localizado próximo do Supermercado Carrefour, Mac Donald Portão e Colégio Pedro Macedo.    Contendo 2 dormitórios com armários embutidos, sala para 2 ambientes com rack e painel de TV, cozinha com armário embutido e eletrodomésticos, banheiro social com armário, espelho e box em vidro temperado. área de serviço com aquecedor de água à gás e uma vaga de garagem individual e descoberta.    O condomínio conta com 2 elevadores, salão de festas decorado e com churrasqueira.    Condições de locação:   - Valor do aluguel R$ 3000,00;   - Valor da bonificação R$ 500,00;   - Valor líquido R$ 2500,00.   OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio, varia de acordo com o custo de administração do condomínio e está deduzido do valor das taxas extraordinárias. Sugerimos consultar o valor antes do fechamento da locação;   2) O seguro incêndio do imóvel será parcelado em doze vezes.   3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.",Garagem Coberta,"Andar: 2, Ano de construção: 2012, Área de serviço: 1, Área privativa: 45, Área total: 66, BWC Social: 1, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Vernazza, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Oeste, IPTU: 69.43, Interfone: sim, Mobiliado: 1, Núm de pavimentos: 10, Portão eletrônico: sim, Quartos: 2, Salas: 1, Tipo de piso: Cerâmica, Laminado, Vagas de garagem: 1, Valor condomínio: 405"
